estacao;data;maxima;minima;media
83967;01/01/1978;24.1;17.8;19.98
83967;02/01/1978;25.2;14.5;19.94
83967;03/01/1978;27.8;15.9;21.6
83967;04/01/1978;32.2;17.3;24.9
83967;05/01/1978;26.6;20.4;23.42
83967;06/01/1978;32.2;19.3;25.86
83967;07/01/1978;34.5;20.1;27.28
83967;08/01/1978;32.5;23.2;26.62
83967;09/01/1978;29;21.4;23.98
83967;10/01/1978;28;19.3;23.18
83967;11/01/1978;29;20;23.56
83967;12/01/1978;28.8;19.1;23.32
83967;13/01/1978;30.3;19.7;24.08
83967;14/01/1978;29.7;21.5;24.84
83967;15/01/1978;30.7;20.4;24.32
83967;16/01/1978;31.7;16.7;23.52
83967;17/01/1978;29.8;16.3;23.34
83967;18/01/1978;34.2;21.2;27.7
83967;19/01/1978;33.4;25.6;28.8
83967;20/01/1978;30.6;22.8;25.14
83967;21/01/1978;23.2;21.2;21.98
83967;22/01/1978;27.5;20;23.3
83967;23/01/1978;35;22.4;26.8
83967;24/01/1978;29;22;24.48
83967;25/01/1978;30.9;20.8;24.6
83967;26/01/1978;27.3;22.3;23.56
83967;27/01/1978;28.7;20.6;23.9
83967;28/01/1978;35.3;21.4;27.06
83967;29/01/1978;29;22.9;24.82
83967;30/01/1978;36.7;21.5;28.02
83967;31/01/1978;32.4;24.4;27.28
83967;01/02/1978;36.9;24;28.64
83967;02/02/1978;29.8;24.6;26.26
83967;03/02/1978;28;21.8;23.82
83967;04/02/1978;24.6;20;21.26
83967;05/02/1978;26.5;17.3;21.64
83967;06/02/1978;26.5;17.9;21.72
83967;07/02/1978;27.7;18.9;22.88
83967;08/02/1978;28.8;18;23.32
83967;09/02/1978;29.6;19.4;24.04
83967;10/02/1978;30.3;20.7;24.68
83967;11/02/1978;30.2;21;24.52
83967;12/02/1978;28.3;21;24.02
83967;13/02/1978;31.1;21.2;25.5
83967;14/02/1978;33.4;21.7;26.74
83967;15/02/1978;27.4;20.8;23.7
83967;16/02/1978;27.5;19;22.32
83967;17/02/1978;28.3;19.4;23.56
83967;18/02/1978;27.1;18.4;22.18
83967;19/02/1978;26.5;19.5;22.14
83967;20/02/1978;25.8;19.8;22.46
83967;21/02/1978;26.3;19.8;22.22
83967;22/02/1978;27.4;18.5;22.38
83967;23/02/1978;27.7;17.8;22.12
83967;24/02/1978;30.1;16.8;22.9
83967;25/02/1978;30;18.9;23.88
83967;26/02/1978;29.4;20;24.24
83967;27/02/1978;31;20.8;25.2
83967;28/02/1978;35.1;22.1;28
83967;01/03/1978;28.3;21.8;23.58
83967;02/03/1978;25.9;20.9;23
83967;03/03/1978;28;18.5;22.9
83967;04/03/1978;29.1;18.8;23.22
83967;05/03/1978;29.1;17.8;22.78
83967;06/03/1978;27.3;16.7;21.82
83967;07/03/1978;26;19.6;22
83967;08/03/1978;25;17;20.28
83967;09/03/1978;26.8;16;21.12
83967;10/03/1978;27.3;17.4;22.22
83967;11/03/1978;21.8;18.8;20.58
83967;12/03/1978;28;19.5;23.64
83967;13/03/1978;29.5;19.1;23.62
83967;14/03/1978;29.4;20.8;24.32
83967;15/03/1978;34.7;22.4;27.18
83967;16/03/1978;37;24;28.24
83967;17/03/1978;37.2;22.6;29.64
83967;18/03/1978;38.1;24.2;30.36
83967;19/03/1978;33;23.6;26.38
83967;20/03/1978;29.6;22.5;24.6
83967;21/03/1978;24;18.8;20.56
83967;22/03/1978;25.7;19.4;22.4
83967;23/03/1978;27.8;21.6;23.06
83967;24/03/1978;29.1;20;23.4
83967;25/03/1978;31.4;20.7;24.48
83967;26/03/1978;26.5;21.2;22.64
83967;27/03/1978;25.7;20;22.56
83967;28/03/1978;26.9;18.4;21.5
83967;29/03/1978;26.1;16.4;20.7
83967;30/03/1978;28.2;15.3;21.1
83967;31/03/1978;25.5;16.9;20.4
83967;01/04/1978;21.6;11.3;16.08
83967;02/04/1978;25.3;11.6;18.74
83967;03/04/1978;28.6;14.4;20.92
83967;04/04/1978;29.7;14.7;22.2
83967;05/04/1978;31.4;17.6;23.04
83967;06/04/1978;21.4;17.2;18.44
83967;07/04/1978;22.1;11.7;16.96
83967;08/04/1978;22.8;13;17.1
83967;09/04/1978;21.7;13.2;17.3
83967;10/04/1978;22;15.2;17.76
83967;11/04/1978;23.9;12.2;17.42
83967;12/04/1978;26.2;12.5;18.74
83967;13/04/1978;25;13.8;19.12
83967;14/04/1978;29.1;17.4;21.6
83967;15/04/1978;24.6;18.4;20.3
83967;16/04/1978;24.8;17.3;19.38
83967;17/04/1978;25.8;11.2;17.94
83967;18/04/1978;32;16.6;24.52
83967;19/04/1978;26.6;17.9;20.16
83967;20/04/1978;22.8;12.5;15.98
83967;21/04/1978;23.8;10;16.32
83967;22/04/1978;22.3;13.4;16.48
83967;23/04/1978;20.1;9.4;14.26
83967;24/04/1978;20.3;8.5;13.54
83967;25/04/1978;21.8;7.3;14.7
83967;26/04/1978;25.5;10.5;16.72
83967;27/04/1978;25;10.5;17.1
83967;28/04/1978;27.4;13.2;19.06
83967;29/04/1978;23.8;17;19.94
83967;30/04/1978;20.2;17.8;18.64
83967;01/05/1978;23.1;16.4;17.94
83967;02/05/1978;22.4;11.5;16.58
83967;03/05/1978;25.4;12.5;18.84
83967;04/05/1978;23.2;14.9;17.22
83967;05/05/1978;20.5;10.8;16.06
83967;06/05/1978;24.2;14.4;18.1
83967;07/05/1978;20.5;11.7;15.52
83967;08/05/1978;23.4;8.7;15.24
83967;09/05/1978;26.3;12.8;18.38
83967;10/05/1978;28.9;11.8;17.84
83967;11/05/1978;29.9;12.7;19.68
83967;12/05/1978;28.4;13.8;19.66
83967;13/05/1978;29;15.3;21.32
83967;14/05/1978;31;17.1;21.44
83967;15/05/1978;18.4;15;16.16
83967;16/05/1978;19.4;13.9;15.44
83967;17/05/1978;17.8;9;13.12
83967;18/05/1978;16.5;8.1;11.88
83967;19/05/1978;22.8;7.5;14.02
83967;20/05/1978;19;12.4;14.44
83967;21/05/1978;17.4;7.4;11.32
83967;22/05/1978;15.4;6.3;10.9
83967;23/05/1978;15.6;6.5;9.58
83967;24/05/1978;16.3;4.5;10.62
83967;25/05/1978;18.2;9.6;12.42
83967;26/05/1978;16.2;7.6;11.24
83967;27/05/1978;16;7.8;10.4
83967;28/05/1978;16.2;3.6;9.56
83967;29/05/1978;18.7;5.5;11.4
83967;30/05/1978;14.1;8.4;10.2
83967;31/05/1978;13.1;5.8;9.22
83967;01/06/1978;15.2;5.3;9.94
83967;02/06/1978;19;8;11.2
83967;03/06/1978;19.5;6.6;11.44
83967;04/06/1978;14.4;3.8;8.22
83967;05/06/1978;14.5;2.6;7.88
83967;06/06/1978;18.1;0.7;9.14
83967;07/06/1978;20.2;9.1;14.76
83967;08/06/1978;15.6;10.1;11.82
83967;09/06/1978;11.3;6.1;8.1
83967;10/06/1978;15.6;6.6;9.72
83967;11/06/1978;20.8;8;13.92
83967;12/06/1978;19.2;13.8;16
83967;13/06/1978;24.1;11.8;16.84
83967;14/06/1978;18.5;11.3;14.5
83967;15/06/1978;25.2;13.7;17.06
83967;16/06/1978;28.2;12.9;20
83967;17/06/1978;22.6;17;19.08
83967;18/06/1978;19.4;16;17.5
83967;19/06/1978;27;14.9;19.62
83967;20/06/1978;18.7;10.6;12.78
83967;21/06/1978;16.4;9.9;12.22
83967;22/06/1978;22;8.4;14.72
83967;23/06/1978;24.4;10.4;15.3
83967;24/06/1978;20.1;12.7;15.68
83967;25/06/1978;17.8;15.3;16.02
83967;26/06/1978;16.6;13;14
83967;27/06/1978;27.4;10.5;17.4
83967;28/06/1978;28;14.6;20.36
83967;29/06/1978;28.3;15.5;21.44
83967;30/06/1978;22.7;13;16
83967;01/07/1978;17.1;9.4;12.54
83967;02/07/1978;17;11.9;14.82
83967;03/07/1978;21.8;14.5;16.82
83967;04/07/1978;16.3;12.9;14.18
83967;05/07/1978;24.9;13.4;18.12
83967;06/07/1978;19.2;13.5;15.26
83967;07/07/1978;19.6;14.9;16.62
83967;08/07/1978;23.4;11.6;16.32
83967;09/07/1978;24.9;14.1;18.64
83967;10/07/1978;27.6;15;19.76
83967;11/07/1978;19.8;15.2;16.6
83967;12/07/1978;19.6;13.8;15.36
83967;13/07/1978;23.1;12;16.74
83967;14/07/1978;24;13.6;18.6
83967;15/07/1978;19.9;15.4;17.04
83967;16/07/1978;19.4;14.1;15.26
83967;17/07/1978;20.8;10;14.98
83967;18/07/1978;16.7;10.4;12.38
83967;19/07/1978;20.8;7.6;13.28
83967;20/07/1978;18.4;12.7;15.16
83967;21/07/1978;18.5;12.2;14.94
83967;22/07/1978;17.8;11.4;13.2
83967;23/07/1978;16;8.2;13.32
83967;24/07/1978;14.6;6.3;10.04
83967;25/07/1978;28;9.6;18.48
83967;26/07/1978;23.8;13.8;16.38
83967;27/07/1978;19.9;14.4;17.36
83967;28/07/1978;26.3;17.8;21.06
83967;29/07/1978;20.8;14.1;16.18
83967;30/07/1978;15.1;10.9;13.4
83967;31/07/1978;20.9;14.3;17.8
83967;01/08/1978;23.9;16.2;18.74
83967;02/08/1978;24.9;13.4;18.46
83967;03/08/1978;27.7;14;20.22
83967;04/08/1978;27.3;15;20.42
83967;05/08/1978;28.1;14;19.58
83967;06/08/1978;28;16.3;19.96
83967;07/08/1978;29.1;14.2;20.3
83967;08/08/1978;20.3;16;17.06
83967;09/08/1978;18.8;15.4;17.08
83967;10/08/1978;24.3;15.9;19.8
83967;11/08/1978;21;11.8;15
83967;12/08/1978;12.1;8;9.74
83967;13/08/1978;11.1;5.3;7.54
83967;14/08/1978;12.3;6;8.98
83967;15/08/1978;17.4;9.1;12.84
83967;16/08/1978;16.7;9.2;12.3
83967;17/08/1978;21.8;6.3;13.28
83967;18/08/1978;17.9;9.3;12.54
83967;19/08/1978;12.2;9.3;10.72
83967;20/08/1978;14;11;13
83967;21/08/1978;16.6;12.8;14.04
83967;22/08/1978;17.3;10.5;13.16
83967;23/08/1978;13.5;10;10.9
83967;24/08/1978;15.9;9;11.34
83967;25/08/1978;18.2;5.8;12.6
83967;26/08/1978;21.4;9;14.86
83967;27/08/1978;21.9;12.4;15.9
83967;28/08/1978;24;10.4;17.04
83967;29/08/1978;24.7;15.5;18.2
83967;30/08/1978;16.1;9.4;10.92
83967;31/08/1978;14.4;3.8;8.92
83967;01/09/1978;21.7;3.7;12.72
83967;02/09/1978;14.4;10.8;12.44
83967;03/09/1978;15.6;12.6;14.52
83967;04/09/1978;19.4;14.9;17.14
83967;05/09/1978;22.5;16.6;18.86
83967;06/09/1978;22.8;15.7;17.32
83967;07/09/1978;24.1;12;16.56
83967;08/09/1978;17.4;13.2;14.78
83967;09/09/1978;20.6;10;13.64
83967;10/09/1978;22.2;8.4;15.04
83967;11/09/1978;17.2;9.6;11.94
83967;12/09/1978;19.4;5.5;12.7
83967;13/09/1978;19.8;13.6;16.08
83967;14/09/1978;20.1;13.6;16.86
83967;15/09/1978;21;13.7;15.34
83967;16/09/1978;22.1;12;16.14
83967;17/09/1978;27;15;20.82
83967;18/09/1978;27.7;16.2;21
83967;19/09/1978;27.4;16.5;20.56
83967;20/09/1978;24.1;19.8;21.02
83967;21/09/1978;23.4;14.9;18.72
83967;22/09/1978;25.7;17.4;20.78
83967;23/09/1978;28;18.7;21.6
83967;24/09/1978;27.6;16.8;20.9
83967;25/09/1978;26.2;16.9;20.74
83967;26/09/1978;27.2;17.9;21.52
83967;27/09/1978;29.9;17.3;22.58
83967;28/09/1978;22.2;15.4;17.68
83967;29/09/1978;21.2;11.7;16.74
83967;30/09/1978;25.3;14;19.06
83967;01/10/1978;28.8;16.4;21.62
83967;02/10/1978;27.8;17.8;21.1
83967;03/10/1978;25.8;18.7;21.3
83967;04/10/1978;25.5;18.1;22.08
83967;05/10/1978;24.3;19.1;21.06
83967;06/10/1978;24.3;18;20.04
83967;07/10/1978;24.1;17.5;19.8
83967;08/10/1978;26.4;16.8;20.4
83967;09/10/1978;24.6;18;20.9
83967;10/10/1978;21.7;16.2;17.76
83967;11/10/1978;24.5;12.3;17.64
83967;12/10/1978;25;12.6;19.1
83967;13/10/1978;24.7;17.6;20.72
83967;14/10/1978;21.2;16.5;18.14
83967;15/10/1978;22.6;12.6;16.72
83967;16/10/1978;25.1;12;18.74
83967;17/10/1978;23.4;14.1;18.1
83967;18/10/1978;24.8;13.4;18.64
83967;19/10/1978;19.4;15.5;16.74
83967;20/10/1978;19.8;14.2;15.88
83967;21/10/1978;24.3;14;18.56
83967;22/10/1978;27.3;14.2;20.58
83967;23/10/1978;28.7;15.5;21.96
83967;24/10/1978;32.3;17.9;23.24
83967;25/10/1978;26.5;19.7;22.1
83967;26/10/1978;26.4;19.9;22.6
83967;27/10/1978;27.3;20.1;21.98
83967;28/10/1978;27.8;16.2;21.12
83967;29/10/1978;30.2;18.5;23.2
83967;30/10/1978;21.1;17.6;19.22
83967;31/10/1978;25.3;18.4;20.18
83967;01/11/1978;23.4;16.3;18.86
83967;02/11/1978;24.6;15;19.36
83967;03/11/1978;19.2;17.3;18.74
83967;04/11/1978;20.5;17.2;18.58
83967;05/11/1978;25.2;14;19.98
83967;06/11/1978;26.6;17.6;19.84
83967;07/11/1978;21.8;14.2;17.24
83967;08/11/1978;30.1;14.1;22.56
83967;09/11/1978;34.7;19.1;24.36
83967;10/11/1978;23.2;18.7;20.26
83967;11/11/1978;24.7;16.5;20
83967;12/11/1978;26.5;16.2;19.02
83967;13/11/1978;18.8;11.5;14.38
83967;14/11/1978;20.6;8.7;15.6
83967;15/11/1978;25.2;12.9;19.4
83967;16/11/1978;29.8;18.3;23.98
83967;17/11/1978;30.7;21.4;24.44
83967;18/11/1978;25.2;20.4;22.9
83967;19/11/1978;23.1;19.1;21.78
83967;20/11/1978;30.2;19.4;24.16
83967;21/11/1978;28;21.7;23.9
83967;22/11/1978;22.7;19.8;20.74
83967;23/11/1978;21.5;16;17.7
83967;24/11/1978;24.4;14.7;19.5
83967;25/11/1978;30.9;17.4;23.78
83967;26/11/1978;31.6;20;23.62
83967;27/11/1978;27.6;17.8;21
83967;28/11/1978;25.2;15.8;20.3
83967;29/11/1978;30;17.4;22.9
83967;30/11/1978;31.5;19.1;24.64
83967;01/12/1978;35.4;20.1;27.9
83967;02/12/1978;34.7;25.1;29.32
83967;03/12/1978;28.6;19.8;22.2
83967;04/12/1978;25.1;19.2;22.5
83967;05/12/1978;27.4;22;23.62
83967;06/12/1978;25.6;20;22.14
83967;07/12/1978;28.4;17.1;22.64
83967;08/12/1978;30.2;17.6;22.86
83967;09/12/1978;27.8;17.8;22.74
83967;10/12/1978;24.3;18.9;20.66
83967;11/12/1978;27.2;16.6;21.48
83967;12/12/1978;29;17.8;22.8
83967;13/12/1978;30.8;19.6;24.88
83967;14/12/1978;28.8;20.6;23.7
83967;15/12/1978;27.4;19.7;23.22
83967;16/12/1978;25.9;20;21.8
83967;17/12/1978;25.7;17.7;21.54
83967;18/12/1978;25.7;18.2;21.38
83967;19/12/1978;26.6;16.6;21.24
83967;20/12/1978;27.6;16.7;21.58
83967;21/12/1978;29;17.2;22.9
83967;22/12/1978;28.5;19.7;23.28
83967;23/12/1978;30.2;19.8;24.72
83967;24/12/1978;32.8;22.4;26.48
83967;25/12/1978;26;20.5;22.4
83967;26/12/1978;26.1;17;21.2
83967;27/12/1978;28.3;16.9;22.1
83967;28/12/1978;32.9;17;24.72
83967;29/12/1978;35.6;21;28.3
83967;30/12/1978;35.8;21.6;27.48
83967;31/12/1978;29.4;22.2;25.14
