estacao;data;maxima;minima;media
83967;01/01/2001;;;
83967;02/01/2001;;;
83967;03/01/2001;;;
83967;04/01/2001;;;
83967;05/01/2001;;;
83967;06/01/2001;;;
83967;07/01/2001;;;
83967;08/01/2001;;;
83967;09/01/2001;;;
83967;10/01/2001;;;
83967;11/01/2001;;;
83967;12/01/2001;;;
83967;13/01/2001;;;
83967;14/01/2001;;;
83967;15/01/2001;;;
83967;16/01/2001;;;
83967;17/01/2001;;;
83967;18/01/2001;;;
83967;19/01/2001;;;
83967;20/01/2001;;;
83967;21/01/2001;;;
83967;22/01/2001;;;
83967;23/01/2001;;;
83967;24/01/2001;;;
83967;25/01/2001;;;
83967;26/01/2001;;;
83967;27/01/2001;;;
83967;28/01/2001;;;
83967;29/01/2001;;;
83967;30/01/2001;;;
83967;31/01/2001;;;
83967;01/02/2001;;;
83967;02/02/2001;;;
83967;03/02/2001;;;
83967;04/02/2001;;;
83967;05/02/2001;;;
83967;06/02/2001;;;
83967;07/02/2001;;;
83967;08/02/2001;;;
83967;09/02/2001;;;
83967;10/02/2001;;;
83967;11/02/2001;;;
83967;12/02/2001;;;
83967;13/02/2001;;;
83967;14/02/2001;;;
83967;15/02/2001;;;
83967;16/02/2001;;;
83967;17/02/2001;;;
83967;18/02/2001;;;
83967;19/02/2001;;;
83967;20/02/2001;;;
83967;21/02/2001;;;
83967;22/02/2001;;;
83967;23/02/2001;;;
83967;24/02/2001;;;
83967;25/02/2001;;;
83967;26/02/2001;;;
83967;27/02/2001;;;
83967;28/02/2001;;;
83967;01/03/2001;;;
83967;02/03/2001;;;
83967;03/03/2001;;;
83967;04/03/2001;;;
83967;05/03/2001;;;
83967;06/03/2001;;;
83967;07/03/2001;;;
83967;08/03/2001;;;
83967;09/03/2001;;;
83967;10/03/2001;;;
83967;11/03/2001;;;
83967;12/03/2001;;;
83967;13/03/2001;;;
83967;14/03/2001;;;
83967;15/03/2001;;;
83967;16/03/2001;;;
83967;17/03/2001;;;
83967;18/03/2001;;;
83967;19/03/2001;;;
83967;20/03/2001;;;
83967;21/03/2001;;;
83967;22/03/2001;;;
83967;23/03/2001;;;
83967;24/03/2001;;;
83967;25/03/2001;;;
83967;26/03/2001;;;
83967;27/03/2001;;;
83967;28/03/2001;;;
83967;29/03/2001;;;
83967;30/03/2001;;;
83967;31/03/2001;;;
83967;01/04/2001;;;
83967;02/04/2001;;;
83967;03/04/2001;;;
83967;04/04/2001;;;
83967;05/04/2001;;;
83967;06/04/2001;;;
83967;07/04/2001;;;
83967;08/04/2001;;;
83967;09/04/2001;;;
83967;10/04/2001;;;
83967;11/04/2001;;;
83967;12/04/2001;;;
83967;13/04/2001;;;
83967;14/04/2001;;;
83967;15/04/2001;;;
83967;16/04/2001;;;
83967;17/04/2001;;;
83967;18/04/2001;;;
83967;19/04/2001;;;
83967;20/04/2001;;;
83967;21/04/2001;;;
83967;22/04/2001;;;
83967;23/04/2001;;;
83967;24/04/2001;;;
83967;25/04/2001;;;
83967;26/04/2001;;;
83967;27/04/2001;;;
83967;28/04/2001;;;
83967;29/04/2001;;;
83967;30/04/2001;;;
83967;01/05/2001;;;
83967;02/05/2001;;;
83967;03/05/2001;;;
83967;04/05/2001;;;
83967;05/05/2001;;;
83967;06/05/2001;;;
83967;07/05/2001;;;
83967;08/05/2001;;;
83967;09/05/2001;;;
83967;10/05/2001;;;
83967;11/05/2001;;;
83967;12/05/2001;;;
83967;13/05/2001;;;
83967;14/05/2001;;;
83967;15/05/2001;;;
83967;16/05/2001;;;
83967;17/05/2001;;;
83967;18/05/2001;;;
83967;19/05/2001;;;
83967;20/05/2001;;;
83967;21/05/2001;;;
83967;22/05/2001;;;
83967;23/05/2001;;;
83967;24/05/2001;;;
83967;25/05/2001;;;
83967;26/05/2001;;;
83967;27/05/2001;;;
83967;28/05/2001;;;
83967;29/05/2001;;;
83967;30/05/2001;;;
83967;31/05/2001;;;
83967;01/06/2001;;;
83967;02/06/2001;;;
83967;03/06/2001;;;
83967;04/06/2001;;;
83967;05/06/2001;;;
83967;06/06/2001;;;
83967;07/06/2001;;;
83967;08/06/2001;;;
83967;09/06/2001;;;
83967;10/06/2001;;;
83967;11/06/2001;;;
83967;12/06/2001;;;
83967;13/06/2001;;;
83967;14/06/2001;;;
83967;15/06/2001;;;
83967;16/06/2001;;;
83967;17/06/2001;;;
83967;18/06/2001;;;
83967;19/06/2001;;;
83967;20/06/2001;;;
83967;21/06/2001;;;
83967;22/06/2001;;;
83967;23/06/2001;;;
83967;24/06/2001;;;
83967;25/06/2001;;;
83967;26/06/2001;;;
83967;27/06/2001;;;
83967;28/06/2001;;;
83967;29/06/2001;;;
83967;30/06/2001;;;
83967;01/07/2001;;;
83967;02/07/2001;;;
83967;03/07/2001;;;
83967;04/07/2001;;;
83967;05/07/2001;;;
83967;06/07/2001;;;
83967;07/07/2001;;;
83967;08/07/2001;;;
83967;09/07/2001;;;
83967;10/07/2001;;;
83967;11/07/2001;;;
83967;12/07/2001;;;
83967;13/07/2001;;;
83967;14/07/2001;;;
83967;15/07/2001;;;
83967;16/07/2001;;;
83967;17/07/2001;;;
83967;18/07/2001;;;
83967;19/07/2001;;;
83967;20/07/2001;;;
83967;21/07/2001;;;
83967;22/07/2001;;;
83967;23/07/2001;;;
83967;24/07/2001;;;
83967;25/07/2001;;;
83967;26/07/2001;;;
83967;27/07/2001;;;
83967;28/07/2001;;;
83967;29/07/2001;;;
83967;30/07/2001;;;
83967;31/07/2001;;;
83967;01/08/2001;;;
83967;02/08/2001;;;
83967;03/08/2001;;;
83967;04/08/2001;;;
83967;05/08/2001;;;
83967;06/08/2001;;;
83967;07/08/2001;;;
83967;08/08/2001;;;
83967;09/08/2001;;;
83967;10/08/2001;;;
83967;11/08/2001;;;
83967;12/08/2001;;;
83967;13/08/2001;;;
83967;14/08/2001;;;
83967;15/08/2001;;;
83967;16/08/2001;;;
83967;17/08/2001;;;
83967;18/08/2001;;;
83967;19/08/2001;;;
83967;20/08/2001;28.9;;
83967;21/08/2001;28;;
83967;22/08/2001;26;;
83967;23/08/2001;27.2;;
83967;24/08/2001;28.6;;
83967;25/08/2001;;;
83967;26/08/2001;18.8;;
83967;27/08/2001;;;
83967;28/08/2001;22.6;;
83967;29/08/2001;;;
83967;30/08/2001;23.8;;
83967;31/08/2001;19.6;;
83967;01/09/2001;24.8;;
83967;02/09/2001;22.9;;
83967;03/09/2001;;;
83967;04/09/2001;;;
83967;05/09/2001;;;
83967;06/09/2001;;;
83967;07/09/2001;;;
83967;08/09/2001;;;
83967;09/09/2001;;;
83967;10/09/2001;;;
83967;11/09/2001;;;
83967;12/09/2001;;;
83967;13/09/2001;;;
83967;14/09/2001;;;
83967;15/09/2001;18.4;;
83967;18/09/2001;23.4;;
83967;20/09/2001;;;
83967;27/09/2001;;;
83967;29/09/2001;;;
83967;08/10/2001;25;;
83967;22/12/2001;;;
83967;23/12/2001;;;
83967;24/12/2001;25.8;;
