estacao;data;maxima;minima;media
83967;01/01/1991;31.6;17.7;24.06
83967;02/01/1991;32.3;19;26.22
83967;03/01/1991;27.3;21.4;23.16
83967;04/01/1991;27;17.4;21.88
83967;05/01/1991;27.9;17.4;22.28
83967;06/01/1991;30.7;18;23.46
83967;07/01/1991;32.8;18.1;24.58
83967;08/01/1991;34.5;20.3;25.8
83967;09/01/1991;36.3;20.5;27.28
83967;10/01/1991;30.4;21.4;24.12
83967;11/01/1991;27.6;19.4;22.92
83967;12/01/1991;26.8;17.9;22.12
83967;13/01/1991;28;19.2;22.92
83967;14/01/1991;31.9;19.8;24.88
83967;15/01/1991;31.3;19.4;25.42
83967;16/01/1991;31.6;20.7;24.06
83967;17/01/1991;25.2;14.8;19.68
83967;18/01/1991;29.4;13.7;21.84
83967;19/01/1991;33.4;18;24.6
83967;20/01/1991;34.8;19.8;26.04
83967;21/01/1991;37.8;21.5;26.78
83967;22/01/1991;28.5;21.3;23.48
83967;23/01/1991;30.5;17.6;23.42
83967;24/01/1991;29.4;18;22.8
83967;25/01/1991;24.2;16.7;19.86
83967;26/01/1991;26;17.4;20.96
83967;27/01/1991;26.5;17.6;22.22
83967;28/01/1991;29.8;15.9;22.62
83967;29/01/1991;32.8;19.6;25.74
83967;30/01/1991;31.2;20.9;24.18
83967;31/01/1991;29.7;19.2;24.46
83967;01/02/1991;30.9;18.9;24.88
83967;02/02/1991;33.5;17.8;25.14
83967;03/02/1991;32.2;18.7;23.26
83967;04/02/1991;31.7;19.1;24.8
83967;05/02/1991;32.3;20.8;25.7
83967;06/02/1991;29.2;20.9;24.64
83967;07/02/1991;31.9;20.2;25.14
83967;08/02/1991;31.3;21.3;25.48
83967;09/02/1991;31;21.9;25.64
83967;10/02/1991;33.8;21.3;26.9
83967;11/02/1991;36.5;22.4;28.1
83967;12/02/1991;27.2;21;23.14
83967;13/02/1991;27.5;17.4;22.38
83967;14/02/1991;25.3;16.6;19.8
83967;15/02/1991;25.5;13.1;19.6
83967;16/02/1991;28.5;12.9;21.08
83967;17/02/1991;31.4;14.4;22.8
83967;18/02/1991;32.9;16.8;24.14
83967;19/02/1991;30.6;18.7;23.5
83967;20/02/1991;32.3;16.5;24.46
83967;21/02/1991;34.1;19.6;25.82
83967;22/02/1991;26.4;20.8;22.1
83967;23/02/1991;24.8;15.2;19.78
83967;24/02/1991;26.8;15.1;20.86
83967;25/02/1991;33.6;14.2;23.44
83967;26/02/1991;35.6;18.2;26.1
83967;27/02/1991;36.3;20.4;27.68
83967;28/02/1991;35.8;21.4;26.12
83967;01/03/1991;33.2;21.4;26.68
83967;02/03/1991;31.5;22.7;25.84
83967;03/03/1991;30.5;22.8;25.96
83967;04/03/1991;28.6;21.5;23.98
83967;05/03/1991;27.3;20;22.68
83967;06/03/1991;27.8;18.9;23.4
83967;07/03/1991;35.4;19.5;27.14
83967;08/03/1991;37.6;21.4;28.72
83967;09/03/1991;37;22.5;26.9
83967;10/03/1991;27.7;21.2;23.78
83967;11/03/1991;29;20.7;24.08
83967;12/03/1991;28.8;19.7;24.26
83967;13/03/1991;29.3;20.2;24.3
83967;14/03/1991;28.5;20.2;23.54
83967;15/03/1991;29.2;18.9;23.58
83967;16/03/1991;30.7;19.1;24.28
83967;17/03/1991;31.9;19.6;25.18
83967;18/03/1991;30.4;19.4;23
83967;19/03/1991;31.4;18.3;24.08
83967;20/03/1991;32;18;24.98
83967;21/03/1991;31.6;21.6;24.84
83967;22/03/1991;29.6;18.7;23.14
83967;23/03/1991;32.1;16.7;23.44
83967;24/03/1991;34;16.4;24.64
83967;25/03/1991;31.5;17.6;23.42
83967;26/03/1991;24.3;17.8;19.86
83967;27/03/1991;25.6;14.2;19.8
83967;28/03/1991;27.7;14.9;20.88
83967;29/03/1991;29.8;16;22.48
83967;30/03/1991;32;18;24.44
83967;31/03/1991;31.2;19.8;24.16
83967;01/04/1991;24.7;19.4;21.18
83967;02/04/1991;27.7;14.4;20.74
83967;03/04/1991;31.1;16.3;22.76
83967;04/04/1991;22.4;17;18.68
83967;05/04/1991;24.4;11.9;17.78
83967;06/04/1991;29.1;12.6;20.88
83967;07/04/1991;26.9;18.6;22.38
83967;08/04/1991;27.4;19.3;21.32
83967;09/04/1991;31;17.2;22.88
83967;10/04/1991;27.7;20.2;23.24
83967;11/04/1991;29;20.4;23.86
83967;12/04/1991;30.4;20.4;24.12
83967;13/04/1991;26;22;22.84
83967;14/04/1991;31.5;20;24.78
83967;15/04/1991;33.7;20.4;24.5
83967;16/04/1991;30.4;20.2;23.18
83967;17/04/1991;22.8;19.7;20.66
83967;18/04/1991;20.5;13.8;15.58
83967;19/04/1991;17.7;8.6;12.18
83967;20/04/1991;21.8;6.9;14.1
83967;21/04/1991;25.1;10.2;17.36
83967;22/04/1991;28.7;13.6;21.04
83967;23/04/1991;21.6;18.2;19
83967;24/04/1991;18.6;17;17.54
83967;25/04/1991;24.9;15.1;20.16
83967;26/04/1991;24.6;15.1;19.62
83967;27/04/1991;24.4;18.2;20.28
83967;28/04/1991;25.7;18.8;21.06
83967;29/04/1991;26.7;18.4;21.08
83967;30/04/1991;28;16.8;21.66
83967;01/05/1991;28.5;16.5;21.96
83967;02/05/1991;28.8;16.4;22.46
83967;03/05/1991;30.2;17.4;22.58
83967;04/05/1991;21.5;19.2;19.82
83967;05/05/1991;21.2;14.3;15.92
83967;06/05/1991;20.3;10.5;14.36
83967;07/05/1991;20.2;12;16.16
83967;08/05/1991;22.2;13.7;15.76
83967;09/05/1991;22.4;11.8;15.72
83967;10/05/1991;22.1;10.3;14.78
83967;11/05/1991;21.3;8.7;14.48
83967;12/05/1991;24;11.7;16.84
83967;13/05/1991;21.7;15.7;18.56
83967;14/05/1991;23.1;17.3;19.14
83967;15/05/1991;21.2;15.8;17.58
83967;16/05/1991;21.1;16;17.28
83967;17/05/1991;24.2;13;17.52
83967;18/05/1991;27.2;14;20.54
83967;19/05/1991;29.6;17.7;22.92
83967;20/05/1991;29.7;16.7;22.38
83967;21/05/1991;29.3;17.4;22.6
83967;22/05/1991;24.8;18.2;19.86
83967;23/05/1991;20.8;14.6;16.18
83967;24/05/1991;24;9.8;16.14
83967;25/05/1991;21.8;14.6;16.98
83967;26/05/1991;27.8;15.2;21.24
83967;27/05/1991;31.9;18.2;24.84
83967;28/05/1991;32.7;22.6;27
83967;29/05/1991;31.5;21.4;25.44
83967;30/05/1991;30.7;20.7;23.58
83967;31/05/1991;28.7;18.1;21.24
83967;01/06/1991;27.8;15.4;19.62
83967;02/06/1991;30;14.4;21.32
83967;03/06/1991;29.8;16.3;21.6
83967;04/06/1991;19;16.8;17.44
83967;05/06/1991;21.1;17.3;18.94
83967;06/06/1991;19;12.5;14.1
83967;07/06/1991;15.1;9.3;11.96
83967;08/06/1991;15.5;10;12.12
83967;09/06/1991;18.3;9;13.02
83967;10/06/1991;22.2;8.8;14.58
83967;11/06/1991;23.4;11.2;16.28
83967;12/06/1991;19.1;13.3;15.92
83967;13/06/1991;18.6;14.4;16.02
83967;14/06/1991;17.5;13.2;16.06
83967;15/06/1991;23.4;15.5;18.02
83967;16/06/1991;20;16.4;17.76
83967;17/06/1991;20;15.8;16.94
83967;18/06/1991;27.2;15;21.74
83967;19/06/1991;24.4;14.3;16.68
83967;20/06/1991;15.3;10.4;12.74
83967;21/06/1991;17.2;10.3;12.06
83967;22/06/1991;14.2;8;10.98
83967;23/06/1991;15.6;6.1;9.38
83967;24/06/1991;16.8;4.3;9.7
83967;25/06/1991;20.8;5.9;12.68
83967;26/06/1991;21.8;10.2;16.34
83967;27/06/1991;27.4;15.5;19.7
83967;28/06/1991;16.8;9.4;11.6
83967;29/06/1991;15;6.8;10.8
83967;30/06/1991;17.3;5.5;10.48
83967;01/07/1991;19.3;5.2;10.86
83967;02/07/1991;20.2;6.5;12.38
83967;03/07/1991;14.8;10;11.4
83967;04/07/1991;12.3;7.4;9.74
83967;05/07/1991;16.2;7.3;11.74
83967;06/07/1991;17.8;9.3;13.52
83967;07/07/1991;16.5;9.2;11.9
83967;08/07/1991;18.1;10.9;14.6
83967;09/07/1991;26.5;13.5;20
83967;10/07/1991;17;11.2;13.48
83967;11/07/1991;12.8;7.9;9.4
83967;12/07/1991;12.4;6.7;8.98
83967;13/07/1991;10.2;3.3;6.2
83967;14/07/1991;11.4;0.9;5.16
83967;15/07/1991;15.1;0.6;7.82
83967;16/07/1991;16.5;6;11.68
83967;17/07/1991;25.9;9.8;17.72
83967;18/07/1991;28.5;14.4;18.98
83967;19/07/1991;19.3;13.1;15.12
83967;20/07/1991;30.6;13.3;21.34
83967;21/07/1991;30.8;16.3;21.04
83967;22/07/1991;17.7;12.8;13.94
83967;23/07/1991;13.3;10.2;11.58
83967;24/07/1991;15.8;6.6;9.78
83967;25/07/1991;21.2;4.4;12.5
83967;26/07/1991;24.7;6.5;14.24
83967;27/07/1991;26.7;9.8;18.56
83967;28/07/1991;27.3;14.9;20.44
83967;29/07/1991;28.7;15.8;21.7
83967;30/07/1991;29.1;15.6;19.46
83967;31/07/1991;15.6;12.8;13.52
83967;01/08/1991;13;5;7.68
83967;02/08/1991;11.4;1.6;6
83967;03/08/1991;13.2;1.3;6.68
83967;04/08/1991;15.8;3.2;9.64
83967;05/08/1991;15.3;11;13.82
83967;06/08/1991;16;11.8;13.14
83967;07/08/1991;18.1;11.9;14.3
83967;08/08/1991;18.8;12.9;15.8
83967;09/08/1991;20.7;14.9;17.24
83967;10/08/1991;16.8;12.3;13.82
83967;11/08/1991;16;8.8;11.98
83967;12/08/1991;19.1;10.3;14.34
83967;13/08/1991;24.8;14.3;17.66
83967;14/08/1991;26.2;12.3;17.98
83967;15/08/1991;27.2;16.3;20.82
83967;16/08/1991;26.2;14.3;19.18
83967;17/08/1991;25.6;13.8;18.3
83967;18/08/1991;26.2;11.2;17.96
83967;19/08/1991;27.7;13;19.82
83967;20/08/1991;29.1;13.3;21
83967;21/08/1991;27.6;17.4;20.9
83967;22/08/1991;27.6;16;20.6
83967;23/08/1991;29;18.4;22.28
83967;24/08/1991;22.5;16.5;18.16
83967;25/08/1991;23.3;14.5;17.32
83967;26/08/1991;29.4;13.6;18.86
83967;27/08/1991;19;16.5;17.62
83967;28/08/1991;21.3;16.9;18.82
83967;29/08/1991;22.2;17.7;19.34
83967;30/08/1991;28.7;17.7;20.88
83967;31/08/1991;18.4;14.6;16.1
83967;01/09/1991;17.8;13.6;14.92
83967;02/09/1991;23.1;12.1;17.48
83967;03/09/1991;25.1;11.8;17.94
83967;04/09/1991;23.8;13.8;17.76
83967;05/09/1991;26.6;11.8;18.56
83967;06/09/1991;31.2;15.8;21.6
83967;07/09/1991;28;15.6;20.48
83967;08/09/1991;20.8;17.2;18.16
83967;09/09/1991;28.8;15.6;19.24
83967;10/09/1991;28.2;13.2;19.72
83967;11/09/1991;23.4;16;18.4
83967;12/09/1991;28.5;13.4;18.54
83967;13/09/1991;32.6;12.1;22.42
83967;14/09/1991;24.2;16.2;18.52
83967;15/09/1991;17.2;15.6;16.2
83967;16/09/1991;26.5;16.4;20.44
83967;17/09/1991;29.7;19;22.94
83967;18/09/1991;22;15.1;17.22
83967;19/09/1991;21.7;12.3;15.4
83967;20/09/1991;24.4;8.7;16.32
83967;21/09/1991;31;12.4;21.7
83967;22/09/1991;18.8;13.2;15.28
83967;23/09/1991;18.5;10.8;13.76
83967;24/09/1991;19.5;10.9;14.08
83967;25/09/1991;22.4;12.4;16.84
83967;26/09/1991;25.5;14.9;19.1
83967;27/09/1991;27.2;14.2;21.02
83967;28/09/1991;22;14.4;16.24
83967;29/09/1991;16.7;10.3;13.44
83967;30/09/1991;14.6;10.4;11.76
83967;01/10/1991;22.1;9.3;14.28
83967;02/10/1991;20.2;9.3;15.22
83967;03/10/1991;21.5;9.3;15.28
83967;04/10/1991;24.3;13.1;17.64
83967;05/10/1991;23.3;16.5;19.64
83967;06/10/1991;20.6;14.9;
83967;07/10/1991;17.3;11.1;13.68
83967;08/10/1991;21.3;8.4;15.24
83967;09/10/1991;23.3;12.4;17.22
83967;10/10/1991;22.8;14.4;17.64
83967;11/10/1991;26.4;13.9;18.5
83967;12/10/1991;30.3;14.2;21.86
83967;13/10/1991;33.7;15.4;24.7
83967;14/10/1991;38.2;21.4;30.12
83967;15/10/1991;36;24.8;28.36
83967;16/10/1991;27.7;20.9;23.1
83967;17/10/1991;23.4;16.8;19
83967;18/10/1991;23.8;12;17.22
83967;19/10/1991;28.2;12.3;20.02
83967;20/10/1991;27.4;16.4;20.6
83967;21/10/1991;31.8;17.6;23.08
83967;22/10/1991;35.6;17.3;26.7
83967;23/10/1991;32.5;21.8;24.58
83967;24/10/1991;21.8;19.2;20.44
83967;25/10/1991;31.5;20.5;23.88
83967;26/10/1991;26.4;20.4;21.98
83967;27/10/1991;22.7;18.1;20.32
83967;28/10/1991;26.6;17.6;20.62
83967;29/10/1991;25.3;17.3;21.3
83967;30/10/1991;21.8;18.5;19.7
83967;31/10/1991;23.4;16.2;19.04
83967;01/11/1991;19.4;15.2;16.8
83967;02/11/1991;20.6;15.3;16.9
83967;03/11/1991;23.3;15.7;18.88
83967;04/11/1991;26;16.9;20.16
83967;05/11/1991;27.4;17;21.24
83967;06/11/1991;31.2;17.6;22.68
83967;07/11/1991;27;18.6;22.36
83967;08/11/1991;26.2;16;20.5
83967;09/11/1991;25.8;16.4;19.66
83967;10/11/1991;25.8;12.7;18.96
83967;11/11/1991;28.7;14.8;20.7
83967;12/11/1991;21.7;15.7;17.84
83967;13/11/1991;24.1;14.4;19.44
83967;14/11/1991;20;18.2;18.84
83967;15/11/1991;23.7;17.4;19.64
83967;16/11/1991;22.8;16.7;18.78
83967;17/11/1991;24.4;17.4;20.16
83967;18/11/1991;26.6;16.4;21.52
83967;19/11/1991;27;15.9;20.8
83967;20/11/1991;26.2;17.3;20.74
83967;21/11/1991;29.8;17;22.68
83967;22/11/1991;33.7;17.2;24.9
83967;23/11/1991;36.7;20.2;27.78
83967;24/11/1991;36.8;22.5;26.86
83967;25/11/1991;29.7;17.8;23.62
83967;26/11/1991;25.8;18.5;21.62
83967;27/11/1991;26.8;17;20.96
83967;28/11/1991;30.4;17;23.88
83967;29/11/1991;34.1;19.4;25.92
83967;30/11/1991;26.2;22;23.28
83967;01/12/1991;28.7;18.8;23.26
83967;02/12/1991;31.4;17.2;23.26
83967;03/12/1991;30.6;17.5;23.36
83967;04/12/1991;33.5;19.6;25.78
83967;05/12/1991;32.9;20.6;26.38
83967;06/12/1991;29.1;22.5;24.8
83967;07/12/1991;28.7;21.9;24.1
83967;08/12/1991;30.2;21.5;24.74
83967;09/12/1991;34.7;20.9;25.72
83967;10/12/1991;31.5;21.5;26.32
83967;11/12/1991;31.5;22.4;25.52
83967;12/12/1991;26.1;21.8;23.34
83967;13/12/1991;28.8;20.7;24.3
83967;14/12/1991;28.6;20.6;22.96
83967;15/12/1991;26.8;19.6;23.44
83967;16/12/1991;30.8;21.3;25.82
83967;17/12/1991;32.4;21;25.84
83967;18/12/1991;34.8;21;28.44
83967;19/12/1991;35.4;23;27.38
83967;20/12/1991;28.3;21.2;24.62
83967;21/12/1991;34.1;22;27.14
83967;22/12/1991;36.4;23.2;27.28
83967;23/12/1991;33.3;23.2;27.1
83967;24/12/1991;28.3;23.2;25.26
83967;25/12/1991;28.6;23;25.44
83967;26/12/1991;25;18.4;20.68
83967;27/12/1991;26.3;17.4;21.5
83967;28/12/1991;27.3;16;21.34
83967;29/12/1991;29.9;16.2;23.26
83967;30/12/1991;31.6;19.4;25.04
83967;31/12/1991;33.1;21;25.94
