estacao;data;maxima;minima;media
83967;01/01/1967;28.7;21;23.22
83967;02/01/1967;30.1;20.1;24.92
83967;03/01/1967;29.7;21.5;24.1
83967;04/01/1967;26.4;20.4;22.24
83967;05/01/1967;29.2;19.2;23.42
83967;06/01/1967;30.3;18.3;23.92
83967;07/01/1967;33.3;20.2;25.78
83967;08/01/1967;31.2;22;25.04
83967;09/01/1967;29.1;20.4;24.3
83967;10/01/1967;31.1;19.3;24.82
83967;11/01/1967;32.1;18.8;25.26
83967;12/01/1967;32.6;19;25.28
83967;13/01/1967;32.7;20.1;26.2
83967;14/01/1967;30.2;22;25.58
83967;15/01/1967;30.2;22.3;25.5
83967;16/01/1967;31.2;20.5;25.36
83967;17/01/1967;35.4;21;27.36
83967;18/01/1967;34.7;21.2;25.22
83967;19/01/1967;28;16.8;22.14
83967;20/01/1967;32.2;18.8;23.7
83967;21/01/1967;22.1;20.4;21.26
83967;22/01/1967;23.9;17;20.3
83967;23/01/1967;23.5;16.9;21
83967;24/01/1967;26.4;19.7;22.54
83967;25/01/1967;30.8;20.7;24.98
83967;26/01/1967;29.9;20.8;25.34
83967;27/01/1967;28.5;20.6;23.62
83967;28/01/1967;27.3;20.9;23.72
83967;29/01/1967;26.8;19.8;22.68
83967;30/01/1967;30.2;17.8;23.74
83967;31/01/1967;33.2;20.5;26.26
83967;01/02/1967;34.4;21;27.18
83967;02/02/1967;27.9;21.8;24.02
83967;03/02/1967;26;19.3;22.04
83967;04/02/1967;28;17.2;22.52
83967;05/02/1967;31.4;20.7;24.62
83967;06/02/1967;32.6;21;26.56
83967;07/02/1967;35.4;21.7;26.88
83967;08/02/1967;28.6;22.4;25.44
83967;09/02/1967;28.6;21.4;24.6
83967;10/02/1967;28.9;23.1;24.98
83967;11/02/1967;28.2;22.7;24.7
83967;12/02/1967;30.7;22.9;25.84
83967;13/02/1967;29.8;23.2;24.84
83967;14/02/1967;27.2;21.6;23.18
83967;15/02/1967;27;18.4;21.94
83967;16/02/1967;29.8;17.8;23.92
83967;17/02/1967;25.2;17.5;19.98
83967;18/02/1967;26.4;13.2;20.16
83967;19/02/1967;29.2;18;22.8
83967;20/02/1967;30;18.6;23.78
83967;21/02/1967;27.1;20;22.7
83967;22/02/1967;28.4;20.9;24.06
83967;23/02/1967;31.2;20;24.66
83967;24/02/1967;34.3;22.3;26.22
83967;25/02/1967;24.4;20.9;21.82
83967;26/02/1967;26.7;16.2;21.78
83967;27/02/1967;26.1;20.8;22.98
83967;28/02/1967;28.1;21.8;24.06
83967;01/03/1967;24.4;20.8;21.94
83967;02/03/1967;25.8;18.3;21.86
83967;03/03/1967;28.9;19.8;23.26
83967;04/03/1967;26.2;21.5;22.96
83967;05/03/1967;26.6;18.9;22.34
83967;06/03/1967;27.6;17.3;21.66
83967;07/03/1967;29;18;22.92
83967;08/03/1967;32.2;17.7;24.66
83967;09/03/1967;30.1;20.6;24.76
83967;10/03/1967;24.8;18.4;20.16
83967;11/03/1967;25;13;19.04
83967;12/03/1967;28.2;18;21.34
83967;13/03/1967;25.6;17.1;21.1
83967;14/03/1967;24.8;16.8;20.4
83967;15/03/1967;22.2;16.6;17.96
83967;16/03/1967;23.8;12.4;17.34
83967;17/03/1967;26.8;12.5;19.5
83967;18/03/1967;29.4;16.6;22.28
83967;19/03/1967;30.6;18.5;24.02
83967;20/03/1967;31.8;19.7;25.3
83967;21/03/1967;30.3;20.3;23.16
83967;22/03/1967;24.2;18.7;20.6
83967;23/03/1967;24.2;17;20.58
