estacao;data;maxima;minima;media
83967;01/01/1962;30.1;19.9;24.7
83967;02/01/1962;25.4;22;23.04
83967;03/01/1962;27.2;18.6;22.32
83967;04/01/1962;28.6;14.8;21.84
83967;05/01/1962;33.3;16.4;25.22
83967;06/01/1962;34.8;21.2;26.82
83967;07/01/1962;29.2;22.4;25.34
83967;08/01/1962;31.8;21;25.44
83967;09/01/1962;33.8;21;27.04
83967;10/01/1962;28.1;22.6;24.42
83967;11/01/1962;29.3;18.6;23.72
83967;12/01/1962;30.3;21.2;24.54
83967;13/01/1962;33.6;21.6;27.12
83967;14/01/1962;27.2;22.4;23.52
83967;15/01/1962;23.6;16.4;19.52
83967;16/01/1962;25.5;13.2;19.94
83967;17/01/1962;29.3;15.6;22.46
83967;18/01/1962;30.6;18;24.04
83967;19/01/1962;28.4;20.2;23.94
83967;20/01/1962;29.2;20.2;24.06
83967;21/01/1962;28.5;22.1;24.24
83967;22/01/1962;33.8;20.8;26.56
83967;23/01/1962;29.5;21.8;26.34
83967;24/01/1962;28;24;24.94
83967;25/01/1962;27.5;18.2;22.66
83967;26/01/1962;26.2;20.4;22.2
83967;27/01/1962;28.6;19;23.24
83967;28/01/1962;29.6;17.8;23.48
83967;29/01/1962;30.3;19.6;24.3
83967;30/01/1962;29.2;21;24.06
83967;31/01/1962;26.3;20.2;22.82
83967;01/02/1962;29.2;18.4;23.4
83967;02/02/1962;30.7;19.6;24.54
83967;03/02/1962;25.8;21.6;23.08
83967;04/02/1962;25.7;20;21.94
83967;05/02/1962;27.4;18.6;22.84
83967;06/02/1962;26.2;18.5;21.5
83967;07/02/1962;27.1;17.4;21.42
83967;08/02/1962;25.8;17.6;21.9
83967;09/02/1962;28;19.6;22.72
83967;10/02/1962;28.4;18;23.12
83967;11/02/1962;28.9;20.4;23.86
83967;12/02/1962;29.6;22;24.78
83967;13/02/1962;29.5;20.2;24.14
83967;14/02/1962;32.5;19.2;25.74
83967;15/02/1962;29.7;20.6;24.24
83967;16/02/1962;34.7;19.8;26.14
83967;17/02/1962;28.5;21.4;23.66
83967;18/02/1962;24.7;19.6;20.96
83967;19/02/1962;25.6;12.6;19.4
83967;20/02/1962;32.8;14;23.48
83967;21/02/1962;31.3;22.2;26.18
83967;22/02/1962;33.1;21;26.12
83967;23/02/1962;25.8;21.2;22.48
83967;24/02/1962;27.1;17.2;21.54
83967;25/02/1962;25.8;15.1;19.62
83967;26/02/1962;25.2;14.6;19.28
83967;27/02/1962;29;15.4;22.2
83967;28/02/1962;27.3;19.5;22.56
83967;01/03/1962;30.4;21;25.4
83967;02/03/1962;31.2;19;23.96
83967;03/03/1962;32.6;18.5;24.5
83967;04/03/1962;34.4;21.3;25.9
83967;05/03/1962;33.1;21.2;24.82
83967;06/03/1962;30.8;21.3;24.56
83967;07/03/1962;34.5;17.6;24.86
83967;08/03/1962;30.3;19;23.46
83967;09/03/1962;36;19.1;25.42
83967;10/03/1962;24.8;21.1;22.26
83967;11/03/1962;25.6;18.8;21.24
83967;12/03/1962;25.6;16.1;20.74
