estacao;data;maxima;minima;media
83967;01/01/1980;23;14.8;18.34
83967;02/01/1980;24.1;13.8;18.9
83967;03/01/1980;28.4;14.5;21.24
83967;04/01/1980;28;15.9;22.22
83967;05/01/1980;28.9;19.5;23.34
83967;06/01/1980;33.3;21;25.6
83967;07/01/1980;30.7;20.9;25.54
83967;08/01/1980;29.5;20.4;23.74
83967;09/01/1980;22.2;19.6;21.08
83967;10/01/1980;27;19.8;22.92
83967;11/01/1980;31.3;17.7;24.26
83967;12/01/1980;27;20.7;23.26
83967;13/01/1980;28.6;20;23.6
83967;14/01/1980;27.3;19.8;23
83967;15/01/1980;28.4;19;23.26
83967;16/01/1980;27.5;20.7;23.08
83967;17/01/1980;30.2;21.2;25.1
83967;18/01/1980;29.3;22.4;25.4
83967;19/01/1980;32.2;21.4;25.94
83967;20/01/1980;;;
83967;21/01/1980;30.3;19;24.14
83967;22/01/1980;34;19.1;26.72
83967;23/01/1980;36.2;22.2;29.76
83967;24/01/1980;;;
83967;25/01/1980;25.4;12.8;19.98
83967;26/01/1980;29;16.6;22.82
83967;27/01/1980;32.2;17.6;24.08
83967;28/01/1980;27.5;22.2;23.5
83967;29/01/1980;29.8;18.5;23.66
83967;30/01/1980;32.6;19.4;26.1
83967;31/01/1980;;;
83967;01/02/1980;;;
83967;02/02/1980;;;
83967;03/02/1980;30;20.4;24.26
83967;04/02/1980;30.5;18.6;24.14
83967;05/02/1980;32.2;21.9;25.06
83967;06/02/1980;30.9;22.6;25.96
83967;07/02/1980;29.1;19.8;24.26
83967;08/02/1980;30.6;19.6;24.36
83967;09/02/1980;34;21.9;26.9
83967;10/02/1980;;;
83967;11/02/1980;26.4;20.8;22.76
83967;12/02/1980;31.9;18.8;25.22
83967;13/02/1980;29.6;20.8;25.44
83967;14/02/1980;30.6;21.8;25.16
83967;15/02/1980;31.8;20.7;25.8
83967;16/02/1980;34.3;21.4;25.36
83967;17/02/1980;25;21;22.66
83967;18/02/1980;24.7;18.2;21.12
83967;19/02/1980;25.4;17.6;21.5
83967;20/02/1980;;;
83967;21/02/1980;25.5;20.4;22.9
83967;22/02/1980;28;20.8;23.64
