estacao;data;maxima;minima;media
83967;01/01/1989;33.4;19.4;25.6
83967;02/01/1989;33.2;19.6;25.04
83967;03/01/1989;32.6;20.2;25.58
83967;04/01/1989;32.5;20.3;25.42
83967;05/01/1989;32.3;20.3;25.76
83967;06/01/1989;30.3;23.1;26.32
83967;07/01/1989;30.2;22.7;25.46
83967;08/01/1989;27.9;20.6;23.6
83967;09/01/1989;26.2;20.8;22.52
83967;10/01/1989;28.6;16.2;22.42
83967;11/01/1989;28.6;17.8;23
83967;12/01/1989;28.3;18.2;23.1
83967;13/01/1989;27.7;19.7;22.92
83967;14/01/1989;29.6;18.5;24.02
83967;15/01/1989;28.6;21.2;24.34
83967;16/01/1989;27.6;19.6;23
83967;17/01/1989;31.5;19.8;24.84
83967;18/01/1989;35.3;18.8;26.64
83967;19/01/1989;36.1;21.7;26
83967;20/01/1989;22.9;20.9;21.62
83967;21/01/1989;30;18.1;24.94
83967;22/01/1989;30.6;20.9;25.38
83967;23/01/1989;34;21.6;26.8
83967;24/01/1989;33.6;23.2;27.98
83967;25/01/1989;30.6;21.6;24.28
83967;26/01/1989;30;21.3;24.9
83967;27/01/1989;27.9;19.8;23.3
83967;28/01/1989;29.6;20.6;24.82
83967;29/01/1989;30.1;22.6;25.22
83967;30/01/1989;24.7;22;22.98
83967;31/01/1989;30.7;20.9;25.38
83967;01/02/1989;34.2;22;26.88
83967;02/02/1989;28.8;17.8;23.14
83967;03/02/1989;28.9;18;23.08
83967;04/02/1989;27.5;18.2;22.66
83967;05/02/1989;31.4;18.6;24.36
83967;06/02/1989;33.6;19;26.4
83967;07/02/1989;34.5;21.9;26.2
83967;08/02/1989;27;19.4;21.84
83967;09/02/1989;28.4;18.4;23.28
83967;10/02/1989;29.1;20.7;24.44
83967;11/02/1989;29.7;20.2;24.24
83967;12/02/1989;32.2;19;24.6
83967;13/02/1989;31.4;19.6;24.68
83967;14/02/1989;27.4;19.6;23.6
83967;15/02/1989;29.6;20.9;24.14
83967;16/02/1989;31.8;22.3;26.1
83967;17/02/1989;33.9;21.6;27.24
83967;18/02/1989;33.2;22.2;27.12
83967;19/02/1989;34;22;26.88
