estacao;data;maxima;minima;media
83967;01/01/1988;28.2;22.3;23.52
83967;02/01/1988;28.2;21.2;23.96
83967;03/01/1988;32.4;20.4;25.92
83967;04/01/1988;34.6;21.9;26.9
83967;05/01/1988;30.4;22.8;25.84
83967;06/01/1988;24;18.8;20.16
83967;07/01/1988;27.2;14.6;20.84
83967;08/01/1988;29.9;15.7;22.92
83967;09/01/1988;32.3;21.3;25.8
83967;10/01/1988;32.3;20.2;25.78
83967;11/01/1988;33.5;20.9;26.16
83967;12/01/1988;36.4;20.6;27.58
83967;13/01/1988;27;22.4;25.02
83967;14/01/1988;30.1;23.5;25.22
83967;15/01/1988;30;22.6;25.04
83967;16/01/1988;27.4;22.8;24.92
83967;17/01/1988;33.7;22.8;27.3
83967;18/01/1988;34;24.1;27.2
83967;19/01/1988;31.6;23.2;25.84
83967;20/01/1988;31.2;22.7;26.1
83967;21/01/1988;34.2;23.2;27.32
83967;22/01/1988;29.4;20.9;24.06
83967;23/01/1988;28.1;21.4;24.34
83967;24/01/1988;29.4;20.6;24.72
83967;25/01/1988;31.7;21;25.94
83967;26/01/1988;29.4;24.2;25.64
83967;27/01/1988;31.5;21.7;25.88
83967;28/01/1988;31.8;21.9;26.02
83967;29/01/1988;28.2;21.6;23.84
83967;30/01/1988;22.2;17.4;18.9
83967;31/01/1988;24.8;10.1;17.34
83967;01/02/1988;22.8;13;15.88
83967;02/02/1988;28;14.6;21.56
83967;03/02/1988;29.8;19.2;23.26
83967;04/02/1988;26.6;18.4;21.76
83967;05/02/1988;25.3;17.1;20.18
83967;06/02/1988;30.2;16.2;22.96
83967;07/02/1988;27;19.2;22.28
83967;08/02/1988;26.9;18.6;22.3
83967;09/02/1988;29;19.4;25.28
83967;10/02/1988;27.4;17.5;22.48
83967;11/02/1988;28.2;19.1;22.78
83967;12/02/1988;28.8;18.9;23.02
83967;13/02/1988;28.6;20.2;23.64
83967;14/02/1988;32.4;24.7;26.56
83967;15/02/1988;33.2;21;25.6
83967;16/02/1988;30.2;22.4;24.4
83967;17/02/1988;30.3;20.4;24.76
83967;18/02/1988;28.4;20.6;23.9
83967;19/02/1988;28.4;19.2;22.98
83967;20/02/1988;30.7;19.8;24.48
83967;21/02/1988;31.9;21.4;25.34
83967;22/02/1988;32;21.4;25.52
83967;23/02/1988;32.4;22.7;26.44
83967;24/02/1988;31;23.4;25.16
83967;25/02/1988;32.6;23.3;27.28
83967;26/02/1988;32.8;23.7;27.48
83967;27/02/1988;32.4;24.3;27.22
83967;28/02/1988;29.9;23.5;25.98
83967;29/02/1988;29.5;19.4;23.22
83967;01/03/1988;29.2;20;23.84
83967;02/03/1988;30;21.8;24.76
83967;03/03/1988;30.7;22.1;25.2
83967;04/03/1988;30.4;20.9;24.86
