estacao;data;maxima;minima;media
83967;01/01/2004;24.2;16;19.2
83967;02/01/2004;26.6;15.2;20.8
83967;03/01/2004;29.6;16.4;22.56
83967;04/01/2004;30.8;18.8;23.94
83967;05/01/2004;33.8;19;25.44
83967;06/01/2004;35;20.5;27.06
83967;07/01/2004;34.8;21.5;27.64
83967;08/01/2004;33.3;22.5;26.52
83967;09/01/2004;33;22.7;26.46
83967;10/01/2004;32.9;22.3;26.26
83967;11/01/2004;28.2;20.7;24.02
83967;12/01/2004;28.2;20;23.4
83967;13/01/2004;27.7;20;23.48
83967;14/01/2004;28.4;20.1;23.86
83967;15/01/2004;32;19.9;25
83967;16/01/2004;29.9;21.6;24.28
83967;17/01/2004;29.6;20.3;24.28
83967;18/01/2004;30.2;20.3;24.14
83967;19/01/2004;28.1;21.5;23.54
83967;20/01/2004;32;21.7;25.08
83967;21/01/2004;27.8;22;23.84
83967;22/01/2004;29.9;21.3;24.68
83967;23/01/2004;31.3;21.9;25.56
83967;24/01/2004;33;20;23.92
83967;25/01/2004;30.8;19.9;24.94
83967;26/01/2004;31.2;21.1;25.8
83967;27/01/2004;28.8;21.4;25
83967;28/01/2004;34.1;21;26.14
83967;29/01/2004;34.5;21.8;25.14
83967;30/01/2004;33.4;21.2;26.42
83967;31/01/2004;32.7;22.8;26.66
83967;01/02/2004;31.1;23.1;26.16
83967;02/02/2004;29.9;24;25.78
83967;03/02/2004;31.2;21.9;24.62
83967;04/02/2004;27.8;21.9;24.3
83967;05/02/2004;26.7;22.8;23.66
83967;06/02/2004;27.4;19.9;22.66
83967;07/02/2004;27.8;18.2;22.54
83967;08/02/2004;28;19.6;23.24
83967;09/02/2004;29.8;19.4;23.84
83967;10/02/2004;30;18.7;23.86
83967;11/02/2004;31.6;20;25.04
83967;12/02/2004;32.5;19.3;25.16
83967;13/02/2004;32.9;21;26.34
83967;14/02/2004;28.5;21;23.06
83967;15/02/2004;26.9;19.6;21.82
83967;16/02/2004;29.8;17.4;23.18
83967;17/02/2004;31.8;18.6;25.84
83967;18/02/2004;30.6;21;24.86
83967;19/02/2004;28.2;19.2;22.72
83967;20/02/2004;27.9;18.1;22.54
83967;21/02/2004;27.5;16.9;21.7
83967;22/02/2004;27.5;16.5;21.98
83967;23/02/2004;27.4;18;22.28
83967;24/02/2004;27.9;18.3;22.22
83967;25/02/2004;29.5;17.8;22.96
83967;26/02/2004;32.9;19.7;25.48
83967;27/02/2004;29.6;19.8;23.96
83967;28/02/2004;29.8;18;22.84
83967;29/02/2004;28.5;19;22.3
83967;01/03/2004;28.3;17;22.28
83967;02/03/2004;34.7;18.5;25.4
83967;03/03/2004;28.2;21;23.32
83967;04/03/2004;28.5;13.9;21.16
83967;05/03/2004;31.2;18.2;23.6
83967;06/03/2004;33.4;19;24.96
83967;07/03/2004;34.4;18.4;25.6
83967;08/03/2004;32;23;25.88
83967;09/03/2004;31.2;21.8;25.52
83967;10/03/2004;29.8;22;24.52
83967;11/03/2004;25.7;17.8;21.7
83967;12/03/2004;23.9;18.2;20.98
83967;13/03/2004;25.1;20.3;22.12
83967;14/03/2004;31;20;24.54
83967;15/03/2004;28;22;23.76
83967;16/03/2004;28.4;20.5;23.14
83967;17/03/2004;27.1;19.1;22.38
83967;18/03/2004;27.5;19;22.42
83967;19/03/2004;24.6;18.2;21.08
83967;20/03/2004;24.4;16.9;20.42
83967;21/03/2004;26.8;15.6;20.28
83967;22/03/2004;27.2;15.8;20.64
83967;23/03/2004;27.8;16.4;21.06
83967;24/03/2004;29.7;17;22.02
83967;25/03/2004;29.4;16.6;21.48
83967;26/03/2004;29.3;16.6;22.06
83967;27/03/2004;28.4;19;23
83967;28/03/2004;27.1;20.6;23.14
83967;29/03/2004;33;22;25.04
83967;30/03/2004;30.8;20.8;23.72
83967;31/03/2004;30;18.8;23.34
83967;01/04/2004;33.2;19.7;24.5
83967;02/04/2004;29.4;20;23.88
83967;03/04/2004;30.7;21.6;24.34
83967;04/04/2004;29.6;20.9;24.22
83967;05/04/2004;29.8;22.4;24.56
83967;06/04/2004;32.8;21.6;25.88
83967;07/04/2004;34.2;21;25.84
83967;08/04/2004;29.3;21.8;24.46
83967;09/04/2004;29;21;23.16
83967;10/04/2004;24.3;19.3;21.02
83967;11/04/2004;27.8;19.5;22.9
83967;12/04/2004;33.2;19.6;25.84
83967;13/04/2004;34.1;20.3;25.48
83967;14/04/2004;35;21;27.1
83967;15/04/2004;33.1;20.8;25.3
83967;16/04/2004;32.8;21.7;25.38
83967;17/04/2004;26.2;20.8;22.36
83967;18/04/2004;23.1;19.8;21.12
83967;19/04/2004;26.4;20;21.4
83967;20/04/2004;23.7;10.6;16.16
83967;21/04/2004;28.8;13.2;21.12
83967;22/04/2004;30.6;20.4;22.46
83967;23/04/2004;26.8;19;21.5
83967;24/04/2004;21.2;16;17.16
83967;25/04/2004;20.5;12;14.8
83967;26/04/2004;22.2;8.8;14.56
83967;27/04/2004;24;10.4;16.64
83967;28/04/2004;28.1;12.6;19.08
83967;29/04/2004;30.2;13.7;22.3
83967;30/04/2004;24;15.8;17.8
83967;01/05/2004;22.8;14.8;18.34
83967;02/05/2004;26.5;15.4;19.82
83967;03/05/2004;24.2;18.1;20.02
83967;04/05/2004;19.7;16;17
83967;05/05/2004;21;15.4;18
83967;06/05/2004;22.8;17.8;19.66
83967;07/05/2004;19.8;17.5;18.3
83967;08/05/2004;23.1;16;18.14
83967;09/05/2004;24;14.7;17.94
83967;10/05/2004;26.2;13;18.16
83967;11/05/2004;24.7;12.1;17.26
83967;12/05/2004;23.3;16.4;18.62
83967;13/05/2004;21.2;16.9;18.54
83967;14/05/2004;20.4;14.8;16.28
83967;15/05/2004;16.7;13;14.18
83967;16/05/2004;17.6;11.1;12.94
83967;17/05/2004;18.6;9;13.24
83967;18/05/2004;17.4;11;12.44
83967;19/05/2004;17.8;7.6;11.44
83967;20/05/2004;17.5;7.6;11.66
83967;21/05/2004;21.6;10.5;15.3
83967;22/05/2004;21.2;15;17.28
83967;23/05/2004;21.8;16.5;18.32
83967;24/05/2004;20.6;16.7;18.4
83967;25/05/2004;18.6;14.1;15.84
83967;26/05/2004;19;13.2;15.24
83967;27/05/2004;15.4;9.6;12.04
83967;28/05/2004;17.4;5.9;10.18
83967;29/05/2004;20.2;6.4;12.24
83967;30/05/2004;19.2;8;12.36
83967;31/05/2004;19.9;11;14.72
83967;01/06/2004;20.2;13.7;16.26
83967;02/06/2004;19.7;15.4;16.5
83967;03/06/2004;19.4;14.9;15.96
83967;04/06/2004;20.1;11.8;14.34
83967;05/06/2004;21.2;8.6;13.48
83967;06/06/2004;21;8.5;13.76
83967;07/06/2004;18.7;12.9;14.28
83967;08/06/2004;17.1;10.6;14.06
83967;09/06/2004;24;11.6;16.88
83967;10/06/2004;20;17.3;18.14
83967;11/06/2004;17.8;11.6;13.12
83967;12/06/2004;12.2;8;9.1
83967;13/06/2004;14.4;3;7.8
83967;14/06/2004;19.6;2.8;9.24
83967;15/06/2004;20.6;5;11.22
83967;16/06/2004;26;7.6;16.24
83967;17/06/2004;28.5;15.6;19.58
83967;18/06/2004;18.8;12.5;14.44
83967;19/06/2004;26.8;11.5;17.86
83967;20/06/2004;27.2;14.1;18.9
83967;21/06/2004;26.5;16;19.78
83967;22/06/2004;19.2;14.8;15.76
83967;23/06/2004;25.4;14.1;18.46
83967;24/06/2004;19.4;15.8;16.76
83967;25/06/2004;22.9;15;18.42
83967;26/06/2004;25;15.8;19.12
83967;27/06/2004;19.1;15.6;16.84
83967;28/06/2004;19.6;15.1;16.9
83967;29/06/2004;28.2;14.6;20.2
83967;30/06/2004;29.6;18;22.34
83967;01/07/2004;22.4;19;19.76
83967;02/07/2004;29.2;16.6;22.52
83967;03/07/2004;24.4;14.2;16.6
83967;04/07/2004;17;9.2;11
83967;05/07/2004;18.1;6.7;11
83967;06/07/2004;20.2;6.6;12.08
83967;07/07/2004;19.2;9.5;14.26
83967;08/07/2004;15.8;9;10.88
83967;09/07/2004;15.7;4.2;8.74
83967;10/07/2004;14.3;7;9.58
83967;11/07/2004;12.6;3.2;6.52
83967;12/07/2004;19.2;2.8;10.28
83967;13/07/2004;20.6;10.3;16.26
83967;14/07/2004;27.1;18;20.48
83967;15/07/2004;19.4;12.4;14
83967;16/07/2004;13.4;9.4;10.56
83967;17/07/2004;12.9;5;7.26
83967;18/07/2004;15.6;4;10.04
83967;19/07/2004;17;11.8;14.28
83967;20/07/2004;19.4;11.7;14.42
83967;21/07/2004;20.1;11.6;14.82
83967;22/07/2004;21.6;10.2;14.9
83967;23/07/2004;22;10.3;15.22
83967;24/07/2004;22.6;11;15.58
83967;25/07/2004;22.8;8.2;14.26
83967;26/07/2004;22.4;9;14.56
83967;27/07/2004;22.6;9.2;14.52
83967;28/07/2004;24.3;9.2;15.58
83967;29/07/2004;22.2;12.4;16.66
83967;30/07/2004;17;10;12.04
83967;31/07/2004;13.1;9.4;10.94
83967;01/08/2004;14.4;9.7;12.06
83967;02/08/2004;20.9;9;13.74
83967;03/08/2004;25.9;10;17.14
83967;04/08/2004;31.1;15.6;21.9
83967;05/08/2004;30.5;17;22.48
83967;06/08/2004;22.2;11.8;14.62
83967;07/08/2004;12;8.5;9.74
83967;08/08/2004;14.2;5;9.08
83967;09/08/2004;18.8;5.7;11.94
83967;10/08/2004;21.7;8.2;13.78
83967;11/08/2004;18.6;9.8;13.6
83967;12/08/2004;23.2;12.4;16.44
83967;13/08/2004;24.7;11.1;16.86
83967;14/08/2004;25.2;9.5;17.1
83967;15/08/2004;27.1;11;18.5
83967;16/08/2004;25.6;13;18.66
83967;17/08/2004;22.6;15.8;18.62
83967;18/08/2004;18.2;16.6;17.24
83967;19/08/2004;20.2;16.4;18.14
83967;20/08/2004;22.4;17.5;19.14
83967;21/08/2004;19;11.2;12.84
83967;22/08/2004;12.5;7.5;10.08
83967;23/08/2004;16.8;7.6;11.48
83967;24/08/2004;19.6;6;11.8
83967;25/08/2004;18.8;8.5;13.22
83967;26/08/2004;19.6;10.8;13.96
83967;27/08/2004;22;12;15.96
83967;28/08/2004;22.6;13.9;16.24
83967;29/08/2004;24.2;10.3;17.46
83967;30/08/2004;24.4;14.2;17.04
83967;31/08/2004;23.6;9.4;15.3
83967;01/09/2004;27.6;12;18.12
83967;02/09/2004;19.4;15;17.36
83967;03/09/2004;21;15.4;17.04
83967;04/09/2004;26.5;15;19.3
83967;05/09/2004;35.1;16.3;24.28
83967;06/09/2004;36.5;18;26.34
83967;07/09/2004;36.6;21.3;27.24
83967;08/09/2004;26.8;18;20.44
83967;09/09/2004;19.4;16.2;17.2
83967;10/09/2004;16.8;11.5;13.3
83967;11/09/2004;15.2;11;12.84
83967;12/09/2004;17.9;12.6;14.9
83967;13/09/2004;19.2;13;15.76
83967;14/09/2004;19;15.4;17.04
83967;15/09/2004;21.4;14.6;16.76
83967;16/09/2004;19.6;11.8;13.92
83967;17/09/2004;23.8;7.5;15.94
83967;18/09/2004;28.8;13.9;21.1
83967;19/09/2004;32;17.3;24.54
83967;20/09/2004;26;16.6;18.56
83967;21/09/2004;22.8;16.6;19.72
83967;22/09/2004;20.8;15.8;17.4
83967;23/09/2004;21.5;13;16.86
83967;24/09/2004;25.2;14.7;18.66
83967;25/09/2004;25;15;19.28
83967;26/09/2004;26.4;17;20.52
83967;27/09/2004;22;19.6;20.44
83967;28/09/2004;25;18.8;20.86
83967;29/09/2004;22.1;13;16.1
83967;30/09/2004;20.2;9;14.66
83967;01/10/2004;26.4;12;19
