estacao;data;maxima;minima;media
83967;01/01/2000;26.1;18.2;21.98
83967;02/01/2000;27;17.8;21.96
83967;03/01/2000;24.6;17;21.3
83967;04/01/2000;27.4;19.7;22.24
83967;05/01/2000;31.8;17.8;24.4
83967;06/01/2000;31.8;21.2;25
83967;07/01/2000;31.8;21.6;25.38
83967;08/01/2000;34.2;22.4;27.8
83967;09/01/2000;35.8;21.8;28.12
83967;10/01/2000;32.4;24;27.6
83967;11/01/2000;35;23.4;28.4
83967;12/01/2000;32.4;22.4;26.56
83967;13/01/2000;32.8;23.2;27.4
83967;14/01/2000;33.8;22;26.92
83967;15/01/2000;31.4;23.8;26.2
83967;16/01/2000;34;23;26.6
83967;17/01/2000;33.5;24.4;27.34
83967;18/01/2000;27.2;23.2;24.32
83967;19/01/2000;30;18;23.64
83967;20/01/2000;32.8;18.6;24.96
83967;21/01/2000;35.8;19.2;27.32
83967;22/01/2000;32.6;16.8;25.72
83967;23/01/2000;26.8;22;23.72
83967;24/01/2000;28.8;19.8;24.32
83967;25/01/2000;23.9;18;20.62
83967;26/01/2000;27.4;17;22.22
83967;27/01/2000;27.8;17.2;22.28
83967;28/01/2000;28.4;17.2;22.4
83967;29/01/2000;32.3;18.6;24.42
83967;30/01/2000;32.7;20.6;25.82
83967;31/01/2000;27.2;21;22.86
83967;01/02/2000;27;19.4;22.24
83967;02/02/2000;29.4;20.8;24.22
83967;03/02/2000;27.4;20.1;23.54
83967;04/02/2000;27.4;18.6;22.7
83967;05/02/2000;29.8;18.2;23.76
83967;06/02/2000;31.4;19.4;24.28
83967;07/02/2000;30.1;19.6;24.02
83967;08/02/2000;32.4;19.2;24.84
83967;09/02/2000;33.6;20.5;25.3
83967;10/02/2000;32.2;20.4;25.6
83967;11/02/2000;32.8;21.3;26.08
83967;12/02/2000;36.8;21.5;28.42
83967;13/02/2000;31.2;23.5;26.44
83967;14/02/2000;25.2;20.4;22.04
83967;15/02/2000;23.6;20.1;21.54
83967;16/02/2000;27.4;17.6;22.2
83967;17/02/2000;27.8;18;22.18
83967;18/02/2000;29;18.4;22.78
83967;19/02/2000;29.8;17.5;22.86
83967;20/02/2000;30.6;18.5;23.62
83967;21/02/2000;29.2;19.8;24.1
83967;22/02/2000;30;20;24.28
83967;23/02/2000;30.8;20.2;23.64
83967;24/02/2000;33;19.3;24.8
83967;25/02/2000;32.4;20.3;25.1
83967;26/02/2000;32;21.4;25.16
83967;27/02/2000;36.3;22.8;26.78
83967;28/02/2000;26.4;21.8;23.48
83967;29/02/2000;23;19.6;21.18
