estacao;data;maxima;minima;media;ano;decada
3;09/07/2005;21.6;9.6;14.38;2005;2000
3;10/07/2005;23.4;10.5;15.5;2005;2000
3;11/07/2005;23.2;11;16.28;2005;2000
3;12/07/2005;23.2;10.6;15.56;2005;2000
3;13/07/2005;26;12.5;18.06;2005;2000
3;14/07/2005;27;13;19;2005;2000
3;15/07/2005;26.8;14.5;20.24;2005;2000
3;16/07/2005;21.8;17.8;18.96;2005;2000
3;17/07/2005;18.6;12.2;13.76;2005;2000
3;18/07/2005;14;8.8;10.56;2005;2000
3;19/07/2005;13;3.7;7.18;2005;2000
3;20/07/2005;18.2;1.8;9.44;2005;2000
3;21/07/2005;13.5;6.3;10.98;2005;2000
3;22/07/2005;15.2;12;13.52;2005;2000
3;23/07/2005;14.2;9;10.66;2005;2000
3;24/07/2005;15.8;6.5;9.5;2005;2000
3;25/07/2005;16.8;7.4;11.72;2005;2000
3;26/07/2005;14;10.8;11.56;2005;2000
3;27/07/2005;19.6;7;11.76;2005;2000
3;28/07/2005;22.2;7;13.76;2005;2000
3;29/07/2005;26.6;10;17.64;2005;2000
3;30/07/2005;32.2;14.9;22.38;2005;2000
3;31/07/2005;31.6;18.5;23.74;2005;2000
3;01/08/2005;30.8;17;22.54;2005;2000
3;02/08/2005;30.4;15;21.16;2005;2000
3;03/08/2005;30.1;16;21.2;2005;2000
3;04/08/2005;30.8;15.7;21.62;2005;2000
3;05/08/2005;30.6;15.5;22.68;2005;2000
3;06/08/2005;24.4;13.6;16.36;2005;2000
3;07/08/2005;13.6;9.8;10.88;2005;2000
3;08/08/2005;13.3;8.1;10.26;2005;2000
3;09/08/2005;17.7;10.5;13.54;2005;2000
3;10/08/2005;19;12.9;14.98;2005;2000
3;11/08/2005;19.6;12.7;15.06;2005;2000
3;12/08/2005;19.4;12.6;14.16;2005;2000
3;13/08/2005;23.8;10.4;15.72;2005;2000
3;14/08/2005;26.8;12;18.2;2005;2000
3;15/08/2005;25.1;14.2;17.24;2005;2000
3;16/08/2005;28.4;15.2;19.88;2005;2000
3;17/08/2005;30.3;16.1;19.96;2005;2000
3;18/08/2005;17.5;14.8;15.46;2005;2000
3;19/08/2005;21.2;15;17.48;2005;2000
3;20/08/2005;21.4;16;17.82;2005;2000
3;21/08/2005;20.3;17;18;2005;2000
3;22/08/2005;26.6;17;20.64;2005;2000
3;23/08/2005;31;17.2;20.6;2005;2000
3;24/08/2005;18.6;11.6;13.22;2005;2000
3;25/08/2005;17;8;11.74;2005;2000
3;26/08/2005;21;6.8;13.2;2005;2000
3;27/08/2005;28;9.5;18.46;2005;2000
3;28/08/2005;22.7;16.2;17.82;2005;2000
3;29/08/2005;21.4;15.5;17.66;2005;2000
3;30/08/2005;17.5;12;13.76;2005;2000
3;31/08/2005;13.6;11.2;12.08;2005;2000
3;01/09/2005;13.9;11.8;12.92;2005;2000
3;02/09/2005;14;10.6;11.92;2005;2000
3;03/09/2005;18.6;8;12.5;2005;2000
3;04/09/2005;17.8;11.5;14.62;2005;2000
3;05/09/2005;18.8;12.4;14.2;2005;2000
3;06/09/2005;20;9.6;13.36;2005;2000
3;07/09/2005;19.8;7;12.86;2005;2000
3;08/09/2005;23.8;10;16.24;2005;2000
3;09/09/2005;17.4;14.5;16.22;2005;2000
3;10/09/2005;27.7;16.5;21.52;2005;2000
3;11/09/2005;19.8;11.3;13.18;2005;2000
3;12/09/2005;13.8;9;10.28;2005;2000
3;13/09/2005;14.6;5.2;10.28;2005;2000
3;14/09/2005;14.1;10;12.7;2005;2000
3;15/09/2005;16.4;11.4;12.68;2005;2000
3;16/09/2005;16.2;10.8;13.44;2005;2000
3;17/09/2005;19.5;12;15.44;2005;2000
3;18/09/2005;19.8;14.2;15.92;2005;2000
3;19/09/2005;20.7;14.9;17.2;2005;2000
3;20/09/2005;22.3;14.5;17.56;2005;2000
3;21/09/2005;24.5;15.8;19.18;2005;2000
4;22/09/2005;27.2;16.7;21.02;2005;2000
4;23/09/2005;27.8;17;21.72;2005;2000
4;24/09/2005;22;19;19.76;2005;2000
4;25/09/2005;20.5;13.6;15.36;2005;2000
4;26/09/2005;18.5;9.8;13.82;2005;2000
4;27/09/2005;21.2;10.2;15.8;2005;2000
4;28/09/2005;24;13.2;18.24;2005;2000
4;29/09/2005;26.9;14;20.06;2005;2000
4;30/09/2005;25.3;18;20.98;2005;2000
4;01/10/2005;23.3;16.3;17.96;2005;2000
4;02/10/2005;27.6;15;20.2;2005;2000
4;03/10/2005;31.2;17.3;23.46;2005;2000
4;04/10/2005;22.9;18.6;19.98;2005;2000
4;05/10/2005;19.8;14.2;15.44;2005;2000
4;06/10/2005;22.2;9.6;15.34;2005;2000
4;07/10/2005;18.2;12.6;15.92;2005;2000
4;08/10/2005;21.2;17;18.62;2005;2000
4;09/10/2005;21.2;16.6;17.72;2005;2000
4;10/10/2005;23;13.4;18.26;2005;2000
4;11/10/2005;27.6;17.4;21;2005;2000
4;12/10/2005;32.7;17;24.1;2005;2000
4;13/10/2005;30;19.3;22.58;2005;2000
4;14/10/2005;21.2;16.2;17.48;2005;2000
4;15/10/2005;20.2;11;16.12;2005;2000
4;16/10/2005;17.2;15;16.4;2005;2000
4;17/10/2005;21.7;16.8;18.64;2005;2000
4;18/10/2005;22.2;14.2;17.28;2005;2000
4;19/10/2005;26.4;11.6;18.56;2005;2000
4;20/10/2005;30.8;13.8;22.32;2005;2000
4;21/10/2005;29.3;16.5;23.08;2005;2000
4;22/10/2005;28.2;19;22.32;2005;2000
4;23/10/2005;21.4;17.2;18.38;2005;2000
4;24/10/2005;23.7;15.2;19.94;2005;2000
4;25/10/2005;29.8;18.6;24.38;2005;2000
4;26/10/2005;24.6;17;19.28;2005;2000
4;27/10/2005;23.7;16.8;20.56;2005;2000
4;28/10/2005;20.6;17.5;18.54;2005;2000
4;29/10/2005;21.4;12;16.72;2005;2000
4;30/10/2005;21.6;13;16.72;2005;2000
4;31/10/2005;21.2;12.8;15.74;2005;2000
4;01/11/2005;23;8.5;15.6;2005;2000
4;02/11/2005;26.2;11;18.44;2005;2000
4;03/11/2005;29.8;16.9;22.1;2005;2000
4;04/11/2005;33;17.9;22.78;2005;2000
4;05/11/2005;21.4;17.4;18.64;2005;2000
4;06/11/2005;18.2;13.4;15.32;2005;2000
4;07/11/2005;19.6;14.2;16.76;2005;2000
4;08/11/2005;21.6;13.6;17.28;2005;2000
4;09/11/2005;22.6;14.4;17.96;2005;2000
4;10/11/2005;23.3;15.6;18.86;2005;2000
4;11/11/2005;25.6;16;20.12;2005;2000
4;12/11/2005;28.4;17;22.34;2005;2000
4;13/11/2005;30;18;23.6;2005;2000
4;14/11/2005;29;19.3;23.06;2005;2000
4;15/11/2005;32;19.3;26.54;2005;2000
4;16/11/2005;29.8;21.2;23.78;2005;2000
4;17/11/2005;21.8;19.2;20.02;2005;2000
4;18/11/2005;28.6;18.6;22.44;2005;2000
4;19/11/2005;27.9;20.6;22.62;2005;2000
4;20/11/2005;29.2;16;22.3;2005;2000
4;21/11/2005;34.2;17.6;25.66;2005;2000
4;22/11/2005;36.8;19.6;27.82;2005;2000
4;23/11/2005;36.9;21.9;29.48;2005;2000
4;24/11/2005;29.3;20.4;22.44;2005;2000
4;25/11/2005;26.8;15.2;21.12;2005;2000
4;26/11/2005;31;15;22.88;2005;2000
4;27/11/2005;32;16;23.2;2005;2000
4;28/11/2005;32.8;18.9;24.66;2005;2000
4;29/11/2005;35.2;19.3;26.78;2005;2000
4;30/11/2005;33.8;22.4;27.3;2005;2000
4;01/12/2005;25.2;19.8;20.92;2005;2000
4;02/12/2005;24.7;14.9;19.64;2005;2000
4;03/12/2005;29.6;15;22.18;2005;2000
4;04/12/2005;31.8;18.6;24.64;2005;2000
4;05/12/2005;25.2;21.2;22.58;2005;2000
4;06/12/2005;25.2;17.5;19.46;2005;2000
4;07/12/2005;25;13.4;19.04;2005;2000
4;08/12/2005;32;17.1;24.6;2005;2000
4;09/12/2005;31.4;20;24.76;2005;2000
4;10/12/2005;25.3;18.8;20.94;2005;2000
4;11/12/2005;25.1;14.5;19.9;2005;2000
4;12/12/2005;28.5;18;22.38;2005;2000
4;13/12/2005;27.8;18.8;22.56;2005;2000
4;14/12/2005;28.1;19.1;22.8;2005;2000
4;15/12/2005;30.3;19.6;23.86;2005;2000
4;16/12/2005;33.6;19.6;25.5;2005;2000
4;17/12/2005;27.5;21;23.36;2005;2000
4;18/12/2005;31.1;19;24.1;2005;2000
4;19/12/2005;32;20.7;24.54;2005;2000
4;20/12/2005;27.4;20;21.94;2005;2000
1;21/12/2005;31.1;16;22.74;2005;2000
1;22/12/2005;35.3;18.4;26.66;2005;2000
1;23/12/2005;31.8;22.5;26.08;2005;2000
1;24/12/2005;27.6;17.3;21.82;2005;2000
1;25/12/2005;25.2;16.4;20.14;2005;2000
1;26/12/2005;27.6;13.9;20.82;2005;2000
1;27/12/2005;29.1;17;22.7;2005;2000
1;28/12/2005;31.6;19.2;24.34;2005;2000
1;29/12/2005;28.1;20.3;24.3;2005;2000
1;30/12/2005;34.6;20.5;27.38;2005;2000
1;31/12/2005;28.2;22.4;24.74;2005;2000
1;01/01/2006;29.7;20.4;24.9;2006;2000
1;02/01/2006;28.4;22.2;24.3;2006;2000
1;03/01/2006;27.8;20.2;23.7;2006;2000
1;04/01/2006;30.3;18.6;23.54;2006;2000
1;05/01/2006;28.6;18.4;22.72;2006;2000
1;06/01/2006;32;17.8;24.72;2006;2000
1;07/01/2006;35.7;20.6;27.12;2006;2000
1;08/01/2006;38.2;23.5;28.58;2006;2000
1;09/01/2006;35.2;24.4;28.48;2006;2000
1;10/01/2006;37.6;23;29.76;2006;2000
1;11/01/2006;36.2;25.5;29.08;2006;2000
1;12/01/2006;36.8;24;29.84;2006;2000
1;13/01/2006;31.6;25.8;27.78;2006;2000
1;14/01/2006;35;24.1;28.42;2006;2000
1;15/01/2006;37;23.9;30.02;2006;2000
1;16/01/2006;37;24;27.82;2006;2000
1;17/01/2006;24;18.4;20.36;2006;2000
1;18/01/2006;22.8;18.6;20.32;2006;2000
1;19/01/2006;26.8;19.8;23.04;2006;2000
1;20/01/2006;32.9;20.2;25.86;2006;2000
1;21/01/2006;32.2;22.2;26.2;2006;2000
1;22/01/2006;25.4;23;23.8;2006;2000
1;23/01/2006;23.3;20.1;21.28;2006;2000
1;24/01/2006;27.8;21.3;23.94;2006;2000
1;25/01/2006;30.5;22.6;25.34;2006;2000
1;26/01/2006;28.2;20.9;23.66;2006;2000
1;27/01/2006;30.2;18.5;24.14;2006;2000
1;28/01/2006;32;21;26.04;2006;2000
1;29/01/2006;33;22.1;26.66;2006;2000
1;30/01/2006;34.4;21.9;26.76;2006;2000
1;31/01/2006;28.4;22.5;23.94;2006;2000
1;01/02/2006;30.2;19.7;24.02;2006;2000
1;02/02/2006;32;21.3;25.78;2006;2000
1;03/02/2006;35;21;27.44;2006;2000
1;04/02/2006;35.2;26;28.68;2006;2000
1;05/02/2006;32.2;24.9;28.54;2006;2000
1;06/02/2006;29.5;22.9;25.04;2006;2000
1;07/02/2006;29;17.4;23.24;2006;2000
1;08/02/2006;28.1;19.4;22.86;2006;2000
1;09/02/2006;30;18.8;24.08;2006;2000
1;10/02/2006;28.2;19;23.12;2006;2000
1;11/02/2006;26.8;20;22.48;2006;2000
1;12/02/2006;30.5;20.6;24.78;2006;2000
1;13/02/2006;29.9;22.1;24.96;2006;2000
1;14/02/2006;30.6;20;24.48;2006;2000
1;15/02/2006;33;19.8;25.08;2006;2000
1;16/02/2006;25.2;23.2;23.88;2006;2000
1;17/02/2006;31.2;21.6;25.16;2006;2000
1;18/02/2006;30;21;25.16;2006;2000
1;19/02/2006;29.4;23;25.36;2006;2000
1;20/02/2006;28;22.5;23.96;2006;2000
1;21/02/2006;30.5;21.5;24.96;2006;2000
1;22/02/2006;28.8;21;24.16;2006;2000
1;23/02/2006;30;21.2;24.48;2006;2000
1;24/02/2006;29.8;20.8;22.88;2006;2000
1;25/02/2006;22.5;18.2;20.52;2006;2000
1;26/02/2006;27.3;19;22.12;2006;2000
1;27/02/2006;29.6;17.7;22.96;2006;2000
1;28/02/2006;31.7;17.8;24.18;2006;2000
1;01/03/2006;32.2;20.8;25.8;2006;2000
1;02/03/2006;30.8;24;26.12;2006;2000
1;03/03/2006;31.2;24;25.88;2006;2000
1;04/03/2006;27.8;22;24.8;2006;2000
1;05/03/2006;27.2;18;22.2;2006;2000
1;06/03/2006;28.8;18;22.48;2006;2000
1;07/03/2006;30.6;18;23.28;2006;2000
1;08/03/2006;33.2;18.6;25.64;2006;2000
1;09/03/2006;30.8;22;26.2;2006;2000
1;10/03/2006;26.3;20.5;22.22;2006;2000
1;11/03/2006;28;14.9;21.38;2006;2000
1;12/03/2006;30.8;19;23.78;2006;2000
1;13/03/2006;32.2;19.7;25;2006;2000
1;14/03/2006;33.4;20.6;25.42;2006;2000
1;15/03/2006;34.8;20.2;26.28;2006;2000
1;16/03/2006;36.2;21;27.12;2006;2000
1;17/03/2006;37;20.6;28.52;2006;2000
1;18/03/2006;30;23.8;26.12;2006;2000
1;19/03/2006;26.6;22.6;23.76;2006;2000
2;20/03/2006;29.4;22.5;24.62;2006;2000
2;21/03/2006;28.2;20;23.44;2006;2000
2;22/03/2006;29.6;21;25;2006;2000
2;23/03/2006;27.4;24.1;25.26;2006;2000
2;24/03/2006;31.6;23;25.76;2006;2000
2;25/03/2006;25.4;20.9;22.3;2006;2000
2;26/03/2006;25.4;17.9;20.42;2006;2000
2;27/03/2006;29.2;15.6;22.06;2006;2000
2;28/03/2006;28.3;20;22.9;2006;2000
2;29/03/2006;23;17.5;19.02;2006;2000
2;30/03/2006;25.5;14;18.58;2006;2000
2;31/03/2006;27.6;14;20.6;2006;2000
2;01/04/2006;29.9;16.8;22.42;2006;2000
2;02/04/2006;28.2;19;22.72;2006;2000
2;03/04/2006;28.2;20;23.38;2006;2000
2;04/04/2006;30.6;19.7;23.78;2006;2000
2;05/04/2006;31.3;18.7;24.3;2006;2000
2;06/04/2006;25.8;22;23.2;2006;2000
2;07/04/2006;28.8;20.2;22.96;2006;2000
2;08/04/2006;28.6;20.6;23.14;2006;2000
2;09/04/2006;25.9;19;21.94;2006;2000
2;10/04/2006;25.9;20;21.84;2006;2000
2;11/04/2006;25.4;18.4;21.14;2006;2000
2;12/04/2006;27.2;17.2;21.52;2006;2000
2;13/04/2006;27;18.1;21.12;2006;2000
2;14/04/2006;27.2;17;21.34;2006;2000
2;15/04/2006;21.2;17.8;18.92;2006;2000
2;16/04/2006;20.6;15.5;16.9;2006;2000
2;17/04/2006;21.7;13;16.4;2006;2000
2;18/04/2006;23.4;13.3;17.3;2006;2000
2;19/04/2006;25.8;15;19.4;2006;2000
2;20/04/2006;27.2;15;20.04;2006;2000
2;21/04/2006;20.8;15.8;17.06;2006;2000
2;22/04/2006;22.8;11;16.2;2006;2000
2;23/04/2006;25.1;13;18;2006;2000
2;24/04/2006;27.2;11;18.2;2006;2000
2;25/04/2006;26.8;13;18.82;2006;2000
2;26/04/2006;23.2;16.9;18.74;2006;2000
2;27/04/2006;25;13.3;18.44;2006;2000
2;28/04/2006;25.5;13.3;18.3;2006;2000
2;29/04/2006;27.4;13.7;19.78;2006;2000
2;30/04/2006;22;16.8;18.28;2006;2000
2;01/05/2006;17.6;9.6;13.4;2006;2000
2;02/05/2006;16;12.6;14.08;2006;2000
2;03/05/2006;21.2;13.3;16.44;2006;2000
2;04/05/2006;20.8;11.5;15.54;2006;2000
2;05/05/2006;21.1;10.2;14.7;2006;2000
2;06/05/2006;22.4;13.8;17.08;2006;2000
2;07/05/2006;23.8;15.3;18.1;2006;2000
2;08/05/2006;20.4;15.3;16.7;2006;2000
2;09/05/2006;18.8;14.2;16.34;2006;2000
2;10/05/2006;22;15.5;17.52;2006;2000
2;11/05/2006;20.7;15.2;17.04;2006;2000
2;12/05/2006;20.1;12.8;15.66;2006;2000
2;13/05/2006;21.3;14;15.78;2006;2000
2;14/05/2006;22.2;9.8;14.8;2006;2000
2;15/05/2006;24;10.4;15.9;2006;2000
2;16/05/2006;24.6;13.5;17.24;2006;2000
2;17/05/2006;24.6;11.8;16.62;2006;2000
2;18/05/2006;25.7;12;17.86;2006;2000
2;19/05/2006;18.9;15;16.36;2006;2000
2;20/05/2006;16;13.2;14.04;2006;2000
2;21/05/2006;16.8;10;11.7;2006;2000
2;22/05/2006;16.6;7;10.26;2006;2000
2;23/05/2006;16.7;5.6;10.02;2006;2000
2;24/05/2006;19;5.6;12.52;2006;2000
2;25/05/2006;21.8;13.2;15.86;2006;2000
2;26/05/2006;23.9;10;15.7;2006;2000
2;27/05/2006;25.2;14.3;19.28;2006;2000
2;28/05/2006;20.9;13.2;15.9;2006;2000
2;29/05/2006;18.2;10;14.18;2006;2000
2;30/05/2006;19.4;15;17.12;2006;2000
2;31/05/2006;19.8;13.6;15.36;2006;2000
2;01/06/2006;19.6;12.7;14.68;2006;2000
2;02/06/2006;21.3;12;15.88;2006;2000
2;03/06/2006;20.2;15.8;17.6;2006;2000
2;04/06/2006;20;16.6;17.3;2006;2000
2;05/06/2006;19;10.3;12.66;2006;2000
2;06/06/2006;23;9.8;15.36;2006;2000
2;07/06/2006;27.6;14;20.04;2006;2000
2;08/06/2006;31.6;17;21.9;2006;2000
2;09/06/2006;28.4;17;20.58;2006;2000
2;10/06/2006;19.6;14.6;15.7;2006;2000
2;11/06/2006;15.2;10.8;12;2006;2000
2;12/06/2006;17.2;6.4;10.84;2006;2000
2;13/06/2006;24.4;7.6;14.46;2006;2000
2;14/06/2006;21.5;13.3;17.44;2006;2000
2;15/06/2006;17.9;14.8;15.88;2006;2000
2;16/06/2006;17.9;11.2;12.74;2006;2000
2;17/06/2006;17.5;10;13.4;2006;2000
2;18/06/2006;21.6;12.4;16.36;2006;2000
2;19/06/2006;27.5;13.7;18.92;2006;2000
2;20/06/2006;27.2;12.2;18.94;2006;2000
3;21/06/2006;18.5;13;14.36;2006;2000
3;22/06/2006;21.2;11;14.84;2006;2000
3;23/06/2006;20.1;14.2;16.22;2006;2000
3;24/06/2006;26.4;13;18.4;2006;2000
3;25/06/2006;29;15.2;18.48;2006;2000
3;26/06/2006;16;11.6;12.78;2006;2000
3;27/06/2006;17.2;10.2;11.76;2006;2000
3;28/06/2006;17.2;6;11.06;2006;2000
3;29/06/2006;20.1;11;13.98;2006;2000
3;30/06/2006;20.8;8.9;13.94;2006;2000
3;01/07/2006;21.5;11.5;15.32;2006;2000
3;02/07/2006;18.8;14.6;16.06;2006;2000
3;03/07/2006;22.2;12.6;16.08;2006;2000
3;04/07/2006;21.5;13.1;16.24;2006;2000
3;05/07/2006;23;12.8;16.76;2006;2000
3;06/07/2006;24.2;14.5;17.62;2006;2000
3;07/07/2006;26.4;12;18.06;2006;2000
3;08/07/2006;28.2;15;20.84;2006;2000
3;09/07/2006;21.4;13.6;15.7;2006;2000
3;10/07/2006;19.4;7.7;12.42;2006;2000
3;11/07/2006;25.6;9.5;17.7;2006;2000
3;12/07/2006;32;17.8;23.32;2006;2000
3;13/07/2006;31.5;18.7;23.44;2006;2000
3;14/07/2006;22.8;15.2;17.06;2006;2000
3;15/07/2006;16.8;14.8;15.76;2006;2000
3;16/07/2006;20.2;16.2;17.88;2006;2000
3;17/07/2006;24.3;16.1;18.9;2006;2000
3;18/07/2006;24.8;15.8;18.88;2006;2000
3;19/07/2006;24;15;17.18;2006;2000
3;20/07/2006;25.3;10.2;16.52;2006;2000
3;21/07/2006;28;14;19.34;2006;2000
3;22/07/2006;30;15;21.4;2006;2000
3;23/07/2006;21.6;16;17.62;2006;2000
3;24/07/2006;20;16.4;18.08;2006;2000
3;25/07/2006;20.2;18.2;18.84;2006;2000
3;26/07/2006;21;18.2;19.12;2006;2000
3;27/07/2006;20.8;17;18.56;2006;2000
3;28/07/2006;20.6;15.2;16.7;2006;2000
3;29/07/2006;15.2;10;11.2;2006;2000
3;30/07/2006;13.2;4;7.92;2006;2000
3;31/07/2006;13;3.3;7.62;2006;2000
3;01/08/2006;14.4;3.1;7.94;2006;2000
3;02/08/2006;15.4;3.2;8.6;2006;2000
3;03/08/2006;19.2;8.4;13.24;2006;2000
3;04/08/2006;22.4;12.4;15.96;2006;2000
3;05/08/2006;24.5;14.4;18.88;2006;2000
3;06/08/2006;20.1;14.4;15.74;2006;2000
3;07/08/2006;31.8;14.8;21.28;2006;2000
3;08/08/2006;25;17;20.7;2006;2000
3;09/08/2006;32.3;17.4;21.54;2006;2000
3;10/08/2006;21.8;13;15.36;2006;2000
3;11/08/2006;20.4;12.5;17.16;2006;2000
3;12/08/2006;27.6;16.4;20.9;2006;2000
3;13/08/2006;23;16.6;19.44;2006;2000
3;14/08/2006;24.5;17.3;20.28;2006;2000
3;15/08/2006;19.2;14.2;15.44;2006;2000
3;16/08/2006;14.2;11.2;12.2;2006;2000
3;17/08/2006;16.5;12;13.86;2006;2000
3;18/08/2006;16.2;11;12.34;2006;2000
3;19/08/2006;16.4;7.3;10.88;2006;2000
3;20/08/2006;16.9;6.9;10.7;2006;2000
3;21/08/2006;14.1;4.8;8.14;2006;2000
3;22/08/2006;17.8;2.7;10;2006;2000
3;23/08/2006;22.5;6.8;13.86;2006;2000
3;24/08/2006;27.1;8.8;16.58;2006;2000
3;25/08/2006;30.4;10.8;19.76;2006;2000
3;26/08/2006;21.8;15.8;18.08;2006;2000
3;27/08/2006;16.9;13.7;14.68;2006;2000
3;28/08/2006;15.8;7.7;10.52;2006;2000
3;29/08/2006;17.4;5.8;10.36;2006;2000
3;30/08/2006;21;8.2;14.6;2006;2000
3;31/08/2006;23.8;12.6;17.28;2006;2000
3;01/09/2006;20.7;13.3;16.18;2006;2000
3;02/09/2006;17.8;11.8;13.86;2006;2000
3;03/09/2006;15.4;8;11.04;2006;2000
3;04/09/2006;13;5;8.9;2006;2000
3;05/09/2006;14.8;3.8;8.68;2006;2000
3;06/09/2006;16.9;4.4;10.48;2006;2000
3;07/09/2006;22.4;7.6;14;2006;2000
3;08/09/2006;25.2;11.9;17.54;2006;2000
3;09/09/2006;22.2;14.8;16.78;2006;2000
3;10/09/2006;25.4;10;17.1;2006;2000
3;11/09/2006;32.2;15.9;24.06;2006;2000
3;12/09/2006;25.1;15.4;18.2;2006;2000
3;13/09/2006;17.2;13.8;15.54;2006;2000
3;14/09/2006;22.2;15.4;17.7;2006;2000
3;15/09/2006;20.4;15;16.44;2006;2000
3;16/09/2006;20.6;8.2;13.64;2006;2000
3;17/09/2006;24;12;16.56;2006;2000
3;18/09/2006;25.8;12;18.02;2006;2000
3;19/09/2006;27.5;12.4;18.78;2006;2000
3;20/09/2006;20.4;16.4;18.16;2006;2000
3;21/09/2006;22;15.4;17.04;2006;2000
3;22/09/2006;28;15;19.68;2006;2000
4;23/09/2006;23;16.2;18.28;2006;2000
4;24/09/2006;19.6;11;13.3;2006;2000
4;25/09/2006;20.9;8;14.02;2006;2000
4;26/09/2006;23;10.9;16.34;2006;2000
4;27/09/2006;27.2;11.6;19.54;2006;2000
4;28/09/2006;24;16.5;18.76;2006;2000
4;29/09/2006;22;13.8;16.52;2006;2000
4;30/09/2006;25;11.9;17.42;2006;2000
4;01/10/2006;25.4;15.3;19.6;2006;2000
4;02/10/2006;27.8;16.4;20.32;2006;2000
4;03/10/2006;29.8;15.4;21.32;2006;2000
4;04/10/2006;30.7;18.6;22.54;2006;2000
4;05/10/2006;24.7;16.1;18.96;2006;2000
4;06/10/2006;24.4;12;17.36;2006;2000
4;07/10/2006;20.2;14;16.98;2006;2000
4;08/10/2006;23.4;13;17.16;2006;2000
4;09/10/2006;30.5;12.9;20.64;2006;2000
4;10/10/2006;35;17.7;26.12;2006;2000
4;11/10/2006;29.1;18.6;20.98;2006;2000
4;12/10/2006;25.2;16;20.24;2006;2000
4;13/10/2006;27.8;19;22.04;2006;2000
4;14/10/2006;31.6;20;23.92;2006;2000
4;15/10/2006;25.6;19.6;21.32;2006;2000
4;16/10/2006;23.4;16.4;18.36;2006;2000
4;17/10/2006;24.5;12;17.76;2006;2000
4;18/10/2006;24;15;18.44;2006;2000
4;19/10/2006;20.5;17;17.92;2006;2000
4;20/10/2006;22.7;15.6;17.66;2006;2000
4;21/10/2006;25.8;12;18.16;2006;2000
4;22/10/2006;28;13;19.82;2006;2000
4;23/10/2006;30.4;15.1;21.9;2006;2000
4;24/10/2006;31.8;17.2;23.28;2006;2000
4;25/10/2006;33.3;18.8;26.48;2006;2000
4;26/10/2006;29.4;17.2;20.42;2006;2000
4;27/10/2006;24.4;14.9;18.84;2006;2000
4;28/10/2006;28.8;16;21.06;2006;2000
4;29/10/2006;31.8;17.5;23.54;2006;2000
4;30/10/2006;30.4;20;24.02;2006;2000
4;31/10/2006;26.8;20.2;22.8;2006;2000
4;01/11/2006;25.6;19.7;21.28;2006;2000
4;02/11/2006;26.6;19;21.22;2006;2000
4;03/11/2006;28;16;21;2006;2000
4;04/11/2006;24;16.7;20.46;2006;2000
4;05/11/2006;29.4;18.4;22.36;2006;2000
4;06/11/2006;25.8;19.9;21.78;2006;2000
4;07/11/2006;23.6;16.1;18.24;2006;2000
4;08/11/2006;22;11.8;15.86;2006;2000
4;09/11/2006;23.8;10.2;17;2006;2000
4;10/11/2006;27.6;12;19.52;2006;2000
4;11/11/2006;23;15;18.1;2006;2000
4;12/11/2006;26.8;15;20.14;2006;2000
4;13/11/2006;29.2;15.8;21.76;2006;2000
4;14/11/2006;32.1;17;23.12;2006;2000
4;15/11/2006;34.4;18.4;25.92;2006;2000
4;16/11/2006;36.4;21.8;26.12;2006;2000
4;17/11/2006;23.5;19.7;21.12;2006;2000
4;18/11/2006;20.5;17.2;18.24;2006;2000
4;19/11/2006;17.6;15.5;16.16;2006;2000
4;20/11/2006;25;15.2;18.88;2006;2000
4;21/11/2006;29.6;15;21.96;2006;2000
4;22/11/2006;31.5;18.8;23.7;2006;2000
4;23/11/2006;30.6;15.8;22.52;2006;2000
4;24/11/2006;33.2;19.8;24.8;2006;2000
4;25/11/2006;25;21;22.24;2006;2000
4;26/11/2006;25.4;19.6;21.32;2006;2000
4;27/11/2006;24.1;17.8;20.08;2006;2000
4;28/11/2006;27.6;18;21.36;2006;2000
4;29/11/2006;23.4;19.4;20.44;2006;2000
4;30/11/2006;27;17.6;21.32;2006;2000
4;01/12/2006;31;16.5;23;2006;2000
4;02/12/2006;33.6;19;26.04;2006;2000
4;03/12/2006;35.2;21.8;28.06;2006;2000
4;04/12/2006;28.4;21.4;23.42;2006;2000
4;05/12/2006;27.4;18.2;21.72;2006;2000
4;06/12/2006;25.5;20.6;21.58;2006;2000
4;07/12/2006;27;17;21.18;2006;2000
4;08/12/2006;27.8;17.8;22.1;2006;2000
4;09/12/2006;29.5;18.4;23.58;2006;2000
4;10/12/2006;29.8;20.4;23.52;2006;2000
4;11/12/2006;31.6;21;24.92;2006;2000
4;12/12/2006;34;21.8;26.04;2006;2000
4;13/12/2006;31.3;21;25.3;2006;2000
4;14/12/2006;37.2;21.8;28.72;2006;2000
4;15/12/2006;35.8;22;27.2;2006;2000
4;16/12/2006;33.6;22.2;26.6;2006;2000
4;17/12/2006;37.6;22.4;29;2006;2000
4;18/12/2006;30.2;23.6;25.72;2006;2000
4;19/12/2006;34.2;22;27.46;2006;2000
4;20/12/2006;32.2;23.6;26.4;2006;2000
4;21/12/2006;28.7;20;23.1;2006;2000
1;22/12/2006;31.6;19;24.32;2006;2000
1;23/12/2006;35.2;20.7;27.28;2006;2000
1;24/12/2006;28;20.9;25.02;2006;2000
1;25/12/2006;28.6;22;24.5;2006;2000
1;26/12/2006;29.4;21.2;23.7;2006;2000
1;27/12/2006;30.6;17.2;23.36;2006;2000
