estacao;data;maxima;minima;media;ano;decada
1;01/01/2000;26.1;18.2;21.98;2000;2000
1;02/01/2000;27;17.8;21.96;2000;2000
1;03/01/2000;24.6;17;21.3;2000;2000
1;04/01/2000;27.4;19.7;22.24;2000;2000
1;05/01/2000;31.8;17.8;24.4;2000;2000
1;06/01/2000;31.8;21.2;25;2000;2000
1;07/01/2000;31.8;21.6;25.38;2000;2000
1;08/01/2000;34.2;22.4;27.8;2000;2000
1;09/01/2000;35.8;21.8;28.12;2000;2000
1;10/01/2000;32.4;24;27.6;2000;2000
1;11/01/2000;35;23.4;28.4;2000;2000
1;12/01/2000;32.4;22.4;26.56;2000;2000
1;13/01/2000;32.8;23.2;27.4;2000;2000
1;14/01/2000;33.8;22;26.92;2000;2000
1;15/01/2000;31.4;23.8;26.2;2000;2000
1;16/01/2000;34;23;26.6;2000;2000
1;17/01/2000;33.5;24.4;27.34;2000;2000
1;18/01/2000;27.2;23.2;24.32;2000;2000
1;19/01/2000;30;18;23.64;2000;2000
1;20/01/2000;32.8;18.6;24.96;2000;2000
1;21/01/2000;35.8;19.2;27.32;2000;2000
1;22/01/2000;32.6;16.8;25.72;2000;2000
1;23/01/2000;26.8;22;23.72;2000;2000
1;24/01/2000;28.8;19.8;24.32;2000;2000
1;25/01/2000;23.9;18;20.62;2000;2000
1;26/01/2000;27.4;17;22.22;2000;2000
1;27/01/2000;27.8;17.2;22.28;2000;2000
1;28/01/2000;28.4;17.2;22.4;2000;2000
1;29/01/2000;32.3;18.6;24.42;2000;2000
1;30/01/2000;32.7;20.6;25.82;2000;2000
1;31/01/2000;27.2;21;22.86;2000;2000
1;01/02/2000;27;19.4;22.24;2000;2000
1;02/02/2000;29.4;20.8;24.22;2000;2000
1;03/02/2000;27.4;20.1;23.54;2000;2000
1;04/02/2000;27.4;18.6;22.7;2000;2000
1;05/02/2000;29.8;18.2;23.76;2000;2000
1;06/02/2000;31.4;19.4;24.28;2000;2000
1;07/02/2000;30.1;19.6;24.02;2000;2000
1;08/02/2000;32.4;19.2;24.84;2000;2000
1;09/02/2000;33.6;20.5;25.3;2000;2000
1;10/02/2000;32.2;20.4;25.6;2000;2000
1;11/02/2000;32.8;21.3;26.08;2000;2000
1;12/02/2000;36.8;21.5;28.42;2000;2000
1;13/02/2000;31.2;23.5;26.44;2000;2000
1;14/02/2000;25.2;20.4;22.04;2000;2000
1;15/02/2000;23.6;20.1;21.54;2000;2000
1;16/02/2000;27.4;17.6;22.2;2000;2000
1;17/02/2000;27.8;18;22.18;2000;2000
1;18/02/2000;29;18.4;22.78;2000;2000
1;19/02/2000;29.8;17.5;22.86;2000;2000
1;20/02/2000;30.6;18.5;23.62;2000;2000
1;21/02/2000;29.2;19.8;24.1;2000;2000
1;22/02/2000;30;20;24.28;2000;2000
1;23/02/2000;30.8;20.2;23.64;2000;2000
1;24/02/2000;33;19.3;24.8;2000;2000
1;25/02/2000;32.4;20.3;25.1;2000;2000
1;26/02/2000;32;21.4;25.16;2000;2000
1;27/02/2000;36.3;22.8;26.78;2000;2000
1;28/02/2000;26.4;21.8;23.48;2000;2000
1;29/02/2000;23;19.6;21.18;2000;2000
1;01/03/2000;23.5;20.2;22.16;2000;2000
1;02/03/2000;32.2;22;25.88;2000;2000
1;03/03/2000;30;21.4;24.92;2000;2000
1;04/03/2000;25.8;21.6;23.08;2000;2000
1;05/03/2000;31.3;21;24.74;2000;2000
1;06/03/2000;24.6;21.8;22.8;2000;2000
1;07/03/2000;26.2;16.8;21.44;2000;2000
1;08/03/2000;25.6;16.5;20.56;2000;2000
1;09/03/2000;26.4;17;21.32;2000;2000
1;10/03/2000;28.6;17.1;21.78;2000;2000
1;11/03/2000;27.4;18.2;21.7;2000;2000
1;12/03/2000;27.2;18.4;21.76;2000;2000
1;13/03/2000;29;18;22.7;2000;2000
1;14/03/2000;31.4;18.8;24.16;2000;2000
1;15/03/2000;32;20.4;24.72;2000;2000
1;16/03/2000;33.4;20.6;25.68;2000;2000
1;17/03/2000;30.2;19.8;23.8;2000;2000
1;18/03/2000;25.8;17.6;21;2000;2000
1;19/03/2000;26.7;15;20.52;2000;2000
2;20/03/2000;30.1;16.8;22.62;2000;2000
2;21/03/2000;28.2;17.4;23.5;2000;2000
2;22/03/2000;27.2;21.5;23.28;2000;2000
2;23/03/2000;32.8;20.5;25;2000;2000
2;24/03/2000;25.8;17;20.7;2000;2000
2;25/03/2000;27.3;16.8;21.3;2000;2000
2;26/03/2000;30.2;17;22.88;2000;2000
2;27/03/2000;26.3;20;21.96;2000;2000
2;28/03/2000;23.2;15.8;17.6;2000;2000
2;29/03/2000;22.8;11.8;17.7;2000;2000
2;30/03/2000;28.6;17.8;22.48;2000;2000
2;31/03/2000;23.6;18.6;20.8;2000;2000
2;01/04/2000;24.6;18.8;20.5;2000;2000
2;02/04/2000;24;14.6;19.02;2000;2000
2;03/04/2000;26;15;20.04;2000;2000
2;04/04/2000;28;17.5;22.32;2000;2000
2;05/04/2000;30.4;19.6;23.96;2000;2000
2;06/04/2000;31;19;24.64;2000;2000
2;07/04/2000;32.2;20.6;25.6;2000;2000
2;08/04/2000;33.2;21;26.36;2000;2000
2;09/04/2000;29.8;22.4;24.44;2000;2000
2;10/04/2000;31.3;20.4;25.14;2000;2000
2;11/04/2000;26;18.8;20.8;2000;2000
2;12/04/2000;20.2;15.6;17.6;2000;2000
2;13/04/2000;22.4;13.8;18.36;2000;2000
2;14/04/2000;24.2;16.8;19.04;2000;2000
2;15/04/2000;25.6;13.1;18.78;2000;2000
2;16/04/2000;25;16.6;20.8;2000;2000
2;17/04/2000;20.8;17;18.34;2000;2000
2;18/04/2000;26.2;18;21.14;2000;2000
2;19/04/2000;23.8;18.4;19.98;2000;2000
2;20/04/2000;20;16.8;18.2;2000;2000
2;21/04/2000;22;16.8;18.52;2000;2000
2;22/04/2000;23.2;13.7;16.84;2000;2000
2;23/04/2000;24.6;11.8;16.96;2000;2000
2;24/04/2000;27.4;12.8;18.62;2000;2000
2;25/04/2000;28.3;13.8;20.1;2000;2000
2;26/04/2000;28.6;16.3;21.78;2000;2000
2;27/04/2000;29.4;15.8;22.24;2000;2000
2;28/04/2000;24.8;19;21;2000;2000
2;29/04/2000;26.3;18.2;21.1;2000;2000
2;30/04/2000;30.2;18;23.14;2000;2000
2;01/05/2000;30.4;18.3;23.34;2000;2000
2;02/05/2000;23.6;15.5;18.36;2000;2000
2;03/05/2000;23.8;15.7;19.7;2000;2000
2;04/05/2000;26;20;22.2;2000;2000
2;05/05/2000;24;17.6;19.44;2000;2000
2;06/05/2000;18.2;10.2;13.76;2000;2000
2;07/05/2000;18.4;9.8;13.48;2000;2000
2;08/05/2000;20;9.6;14.22;2000;2000
2;09/05/2000;20.2;10.8;14.64;2000;2000
2;10/05/2000;20.2;11;15.08;2000;2000
2;11/05/2000;22;13.2;16.76;2000;2000
2;12/05/2000;25.1;14.4;18.46;2000;2000
2;13/05/2000;25.4;13.8;18.48;2000;2000
2;14/05/2000;22.1;15;18.24;2000;2000
2;15/05/2000;21.9;17.2;19.2;2000;2000
2;16/05/2000;22.5;18.8;19.74;2000;2000
2;17/05/2000;19.1;14.2;15.38;2000;2000
2;18/05/2000;19.6;14;15.8;2000;2000
2;19/05/2000;19;11.1;14.56;2000;2000
2;20/05/2000;20.2;10.6;14.36;2000;2000
2;21/05/2000;22.4;11;15.48;2000;2000
2;22/05/2000;23.1;11.7;16.8;2000;2000
2;23/05/2000;21.8;16.2;17.6;2000;2000
2;24/05/2000;24.2;14.8;18.04;2000;2000
2;25/05/2000;29;13.6;20.74;2000;2000
2;26/05/2000;24.3;15.8;17.74;2000;2000
2;27/05/2000;18.6;10.2;13.42;2000;2000
2;28/05/2000;18;8.4;12.18;2000;2000
2;29/05/2000;18.2;7;11.44;2000;2000
2;30/05/2000;19.2;9.8;13.52;2000;2000
2;31/05/2000;14.6;10;12.26;2000;2000
2;01/06/2000;16;10;12.34;2000;2000
2;02/06/2000;18;6.8;11.22;2000;2000
2;03/06/2000;21.8;7.8;13.6;2000;2000
2;04/06/2000;23.4;8.8;16.12;2000;2000
2;05/06/2000;23.8;16.3;19.28;2000;2000
2;06/06/2000;20;18.8;19.24;2000;2000
2;07/06/2000;21.8;18.5;19.38;2000;2000
2;08/06/2000;22.2;18;19.2;2000;2000
2;09/06/2000;20.2;15.2;16.34;2000;2000
2;10/06/2000;26;13.8;17.66;2000;2000
2;11/06/2000;19.6;16.2;17.08;2000;2000
2;12/06/2000;18.2;14.8;14.26;2000;2000
2;13/06/2000;27.8;14.4;20.16;2000;2000
2;14/06/2000;29.4;16;21.68;2000;2000
2;15/06/2000;30.8;16;22.24;2000;2000
2;16/06/2000;24.7;16.4;19.42;2000;2000
2;17/06/2000;16.6;13.4;14.48;2000;2000
2;18/06/2000;15.7;13.2;14.84;2000;2000
2;19/06/2000;16.6;12.7;14;2000;2000
2;20/06/2000;15.2;9.5;10.98;2000;2000
3;21/06/2000;13.9;6.5;9.54;2000;2000
3;22/06/2000;18.4;4.5;10.48;2000;2000
3;23/06/2000;22.2;5.4;13;2000;2000
3;24/06/2000;29.4;11.8;20.94;2000;2000
3;25/06/2000;25.2;15.1;17.58;2000;2000
3;26/06/2000;17.3;11.3;13.96;2000;2000
3;27/06/2000;21.6;13.4;16.72;2000;2000
3;28/06/2000;28.9;16;21.26;2000;2000
3;29/06/2000;22.2;14.2;16.08;2000;2000
3;30/06/2000;18;12.8;14.12;2000;2000
3;01/07/2000;25.6;10;17.12;2000;2000
3;02/07/2000;27.3;10.8;16.82;2000;2000
3;03/07/2000;14;7;9.46;2000;2000
3;04/07/2000;20.1;4.2;10.86;2000;2000
3;05/07/2000;24.6;6.4;14.92;2000;2000
3;06/07/2000;27.4;13.8;18.8;2000;2000
3;07/07/2000;27.4;13.8;19.6;2000;2000
3;08/07/2000;28.6;15.1;21.32;2000;2000
3;09/07/2000;22.8;17;18.98;2000;2000
3;10/07/2000;19.8;16.4;17.22;2000;2000
3;11/07/2000;17.3;10.4;12.38;2000;2000
3;12/07/2000;11.8;5.6;7.44;2000;2000
3;13/07/2000;9.2;5.7;6.68;2000;2000
3;14/07/2000;12.4;0;5.24;2000;2000
3;15/07/2000;12.8;2.8;7.8;2000;2000
3;16/07/2000;9.2;5;6.6;2000;2000
3;17/07/2000;10.7;5.2;6.5;2000;2000
3;18/07/2000;14.6;1.3;7.44;2000;2000
3;19/07/2000;11.8;3.4;7.14;2000;2000
3;20/07/2000;14.4;6.7;8.94;2000;2000
3;21/07/2000;20.1;2.8;10.2;2000;2000
3;22/07/2000;14.8;8.8;10.86;2000;2000
3;23/07/2000;11.3;4.8;7.06;2000;2000
3;24/07/2000;15.4;2.7;7.64;2000;2000
3;25/07/2000;18;3.5;9.76;2000;2000
3;26/07/2000;16;6;9.32;2000;2000
3;27/07/2000;19;4.5;10.3;2000;2000
3;28/07/2000;21.2;4.9;10.72;2000;2000
3;29/07/2000;14.2;7.4;9.68;2000;2000
3;30/07/2000;15.4;9.2;10.84;2000;2000
3;31/07/2000;18;9.6;13.3;2000;2000
3;01/08/2000;23.6;11.4;15.92;2000;2000
3;02/08/2000;24.4;12.7;16.22;2000;2000
3;03/08/2000;16;8.7;10.62;2000;2000
3;04/08/2000;14.4;2.5;7.9;2000;2000
3;05/08/2000;20.2;4.7;11.08;2000;2000
3;06/08/2000;22.5;5.7;12.88;2000;2000
3;07/08/2000;25.4;8;16.02;2000;2000
3;08/08/2000;27.3;11.7;19.26;2000;2000
3;09/08/2000;21.4;11.2;13.3;2000;2000
3;10/08/2000;12.4;7.2;9.02;2000;2000
3;11/08/2000;13;5.2;8.34;2000;2000
3;12/08/2000;13.6;4;8.5;2000;2000
3;13/08/2000;19.8;7.4;12.64;2000;2000
3;14/08/2000;18.8;10;14.46;2000;2000
3;15/08/2000;18.8;11.6;13.88;2000;2000
3;16/08/2000;19.4;8;12.52;2000;2000
3;17/08/2000;19.4;7.4;12.64;2000;2000
3;18/08/2000;21.4;7;13.36;2000;2000
3;19/08/2000;25.8;5.8;15.2;2000;2000
3;20/08/2000;26.6;12;18.68;2000;2000
3;21/08/2000;29.4;11.8;19.44;2000;2000
3;22/08/2000;27.4;14;20.04;2000;2000
3;23/08/2000;25.6;12;18.38;2000;2000
3;24/08/2000;25.4;14.8;19.76;2000;2000
3;25/08/2000;20.4;15.8;18.7;2000;2000
3;26/08/2000;18.8;11.4;13.28;2000;2000
3;27/08/2000;17.4;8.2;12.1;2000;2000
3;28/08/2000;14.6;9;10.52;2000;2000
3;29/08/2000;15.5;5.9;9.6;2000;2000
3;30/08/2000;22.4;5;13.76;2000;2000
3;31/08/2000;25.1;13.2;17.1;2000;2000
3;01/09/2000;16.2;8.8;10.64;2000;2000
3;02/09/2000;18.4;6.4;11.6;2000;2000
3;03/09/2000;19.6;9.3;13.14;2000;2000
3;04/09/2000;23.8;9;15.9;2000;2000
3;05/09/2000;25.4;10.7;16.82;2000;2000
3;06/09/2000;21.4;11.8;15.08;2000;2000
3;07/09/2000;27.8;10.7;18.66;2000;2000
3;08/09/2000;28.4;13.8;20.56;2000;2000
3;09/09/2000;28;14;21.14;2000;2000
3;10/09/2000;26.2;18.6;22.4;2000;2000
3;11/09/2000;22.8;16.8;18.8;2000;2000
3;12/09/2000;19.2;13.8;15;2000;2000
3;13/09/2000;15.4;12;13.28;2000;2000
3;14/09/2000;15.8;12.8;14.56;2000;2000
3;15/09/2000;17.7;14.2;15.5;2000;2000
3;16/09/2000;20;13.5;15.84;2000;2000
3;17/09/2000;22.4;14;17.72;2000;2000
3;18/09/2000;19.2;15.6;17.72;2000;2000
3;19/09/2000;20.6;15.8;17.4;2000;2000
3;20/09/2000;30.2;14;22.34;2000;2000
3;21/09/2000;25.4;16.4;18.84;2000;2000
4;22/09/2000;21.5;14.2;16.28;2000;2000
4;23/09/2000;27.2;12;19.12;2000;2000
4;24/09/2000;19.6;12.8;14.2;2000;2000
4;25/09/2000;15.2;6.8;10.3;2000;2000
4;26/09/2000;17.6;8.2;12.1;2000;2000
4;27/09/2000;23;7.4;15.46;2000;2000
4;28/09/2000;27.2;12;18.88;2000;2000
4;29/09/2000;26.8;11.5;18.54;2000;2000
4;30/09/2000;25.6;13.5;18.86;2000;2000
4;01/10/2000;24.3;18;20;2000;2000
4;02/10/2000;22.8;16.8;19.2;2000;2000
4;03/10/2000;20.4;14.5;17.14;2000;2000
4;04/10/2000;21.6;15.8;18.24;2000;2000
4;05/10/2000;20.8;14.5;17;2000;2000
4;06/10/2000;20;12;15.68;2000;2000
4;07/10/2000;22.2;10.8;15.92;2000;2000
4;08/10/2000;23.4;10.9;16.98;2000;2000
4;09/10/2000;23.6;14;18.8;2000;2000
4;10/10/2000;19.4;15;16.24;2000;2000
4;11/10/2000;24.4;13;18.12;2000;2000
4;12/10/2000;24;18;20.72;2000;2000
4;13/10/2000;21.6;17;18.8;2000;2000
4;14/10/2000;20.4;15.8;17.38;2000;2000
4;15/10/2000;19.4;15.3;17.3;2000;2000
4;16/10/2000;27.8;16.4;22.24;2000;2000
4;17/10/2000;28.8;20.7;24.34;2000;2000
4;18/10/2000;26.4;19.6;21.12;2000;2000
4;19/10/2000;26.8;18;20.96;2000;2000
4;20/10/2000;24.4;18.8;20.18;2000;2000
4;21/10/2000;26.6;16.1;19.98;2000;2000
4;22/10/2000;31.8;17;23.8;2000;2000
4;23/10/2000;23.8;20;21.18;2000;2000
4;24/10/2000;21.4;19.5;20.1;2000;2000
4;25/10/2000;26;19.4;21.62;2000;2000
4;26/10/2000;26;20;23.26;2000;2000
4;27/10/2000;27.5;20.8;22.74;2000;2000
4;28/10/2000;22.2;15.4;17.6;2000;2000
4;29/10/2000;20.2;12.5;14.9;2000;2000
4;30/10/2000;27.2;9.8;18.66;2000;2000
4;31/10/2000;29.4;14.8;21.26;2000;2000
4;01/11/2000;33.4;18.4;24.58;2000;2000
4;02/11/2000;26;17.8;20.44;2000;2000
4;03/11/2000;23.8;12;17.6;2000;2000
4;04/11/2000;22.4;11.6;17.28;2000;2000
4;05/11/2000;24.4;11.6;18.4;2000;2000
4;06/11/2000;26.2;16.8;20.28;2000;2000
4;07/11/2000;28.8;18.4;22.8;2000;2000
4;08/11/2000;29;18.8;23.06;2000;2000
4;09/11/2000;26.9;20;22.66;2000;2000
4;10/11/2000;26.8;18.2;21.02;2000;2000
4;11/11/2000;25;18.2;21.6;2000;2000
4;12/11/2000;23.4;20.4;21.36;2000;2000
4;13/11/2000;25;18.6;20.54;2000;2000
4;14/11/2000;21.2;15.6;17.5;2000;2000
4;15/11/2000;20.4;12;15.64;2000;2000
4;16/11/2000;24.2;10.6;17.06;2000;2000
4;17/11/2000;25.6;13;19.84;2000;2000
4;18/11/2000;30;17;23.52;2000;2000
4;19/11/2000;31.2;18;24.16;2000;2000
4;20/11/2000;23.6;18.4;20.18;2000;2000
4;21/11/2000;27;18;21.18;2000;2000
4;22/11/2000;33;17;24.8;2000;2000
4;23/11/2000;35.8;18.5;27.12;2000;2000
4;24/11/2000;27;19;20.96;2000;2000
4;25/11/2000;23.7;17.4;19.38;2000;2000
4;26/11/2000;30.6;13.5;21.9;2000;2000
4;27/11/2000;33.6;19.5;24.38;2000;2000
4;28/11/2000;32.6;19.8;24.32;2000;2000
4;29/11/2000;22.2;17.8;19.32;2000;2000
4;30/11/2000;23.2;16.6;18.8;2000;2000
4;01/12/2000;24;13;18.88;2000;2000
4;02/12/2000;29;15.6;21.8;2000;2000
4;03/12/2000;28;18.2;22.44;2000;2000
4;04/12/2000;23.8;15.4;18.94;2000;2000
4;05/12/2000;24.8;17.7;20.18;2000;2000
4;06/12/2000;28;16.4;21.68;2000;2000
4;07/12/2000;33;17.6;25.22;2000;2000
4;08/12/2000;34.8;19.9;27.74;2000;2000
4;09/12/2000;34.8;23.7;27.94;2000;2000
4;10/12/2000;28.5;20.6;23.18;2000;2000
4;11/12/2000;33.2;17.8;24.2;2000;2000
4;12/12/2000;33.6;21;26.44;2000;2000
4;13/12/2000;34.2;22.8;27.64;2000;2000
4;14/12/2000;29.1;23;24.88;2000;2000
4;15/12/2000;27.7;23;24.38;2000;2000
4;16/12/2000;23.2;15;18.54;2000;2000
4;17/12/2000;24.7;13.8;19.24;2000;2000
4;18/12/2000;28.5;13.8;21.66;2000;2000
4;19/12/2000;27.7;17.5;22.6;2000;2000
4;20/12/2000;30.5;18.1;23.08;2000;2000
1;21/12/2000;28.6;20;23.32;2000;2000
1;22/12/2000;27.8;20.6;23.34;2000;2000
1;23/12/2000;29.8;19;23.48;2000;2000
1;24/12/2000;29.6;21;24.52;2000;2000
1;25/12/2000;32.6;21.8;27.28;2000;2000
1;26/12/2000;35.6;24.3;29.72;2000;2000
1;27/12/2000;34.5;20.6;25.62;2000;2000
1;28/12/2000;26.6;20;23.54;2000;2000
1;29/12/2000;31.2;22;25.28;2000;2000
1;30/12/2000;28.5;21.6;23.34;2000;2000
1;31/12/2000;28.9;18;22.66;2000;2000
1;01/01/2002;31.4;22.6;26.94;2002;2000
1;02/01/2002;29.2;23;25.18;2002;2000
1;03/01/2002;30.2;20;24.66;2002;2000
1;04/01/2002;29;21.5;24.02;2002;2000
1;05/01/2002;28.2;20.8;23.92;2002;2000
1;06/01/2002;31.2;21;25.88;2002;2000
1;07/01/2002;29.4;21;24.9;2002;2000
1;08/01/2002;30.6;20.6;25;2002;2000
1;09/01/2002;29.9;21;24.9;2002;2000
1;10/01/2002;29.6;21.9;25.3;2002;2000
1;11/01/2002;32.3;22.8;26.5;2002;2000
1;12/01/2002;32.6;22.3;26.48;2002;2000
1;13/01/2002;30;22.2;25.32;2002;2000
1;14/01/2002;31;22;24.7;2002;2000
1;15/01/2002;27.2;20.7;22.38;2002;2000
1;16/01/2002;26.8;16.7;21.44;2002;2000
1;17/01/2002;27.5;16.4;21.74;2002;2000
1;18/01/2002;28;17;22.14;2002;2000
1;19/01/2002;30.8;18;23.48;2002;2000
1;20/01/2002;36;20;27.06;2002;2000
1;21/01/2002;32.6;22.6;27.36;2002;2000
1;22/01/2002;29.2;22.2;24.76;2002;2000
1;23/01/2002;32.6;21;26.28;2002;2000
1;24/01/2002;31.8;21.8;25.56;2002;2000
1;25/01/2002;30.6;20;23.56;2002;2000
1;26/01/2002;28.8;21;24.84;2002;2000
1;27/01/2002;27.8;23;24.78;2002;2000
1;28/01/2002;32;22;26.34;2002;2000
1;29/01/2002;35;21;27.32;2002;2000
1;30/01/2002;35.6;19.7;27.08;2002;2000
1;31/01/2002;26.6;23.2;24.5;2002;2000
1;01/02/2002;29.1;20.4;24.38;2002;2000
1;02/02/2002;27.4;18.2;21.88;2002;2000
1;03/02/2002;26.4;18.1;21.76;2002;2000
1;04/02/2002;30.4;16.6;22.88;2002;2000
1;05/02/2002;31.3;18.1;24.28;2002;2000
1;06/02/2002;27.6;20;22.88;2002;2000
1;07/02/2002;28.2;19.3;22.02;2002;2000
1;08/02/2002;30.2;19.4;22.88;2002;2000
1;09/02/2002;30.5;18.9;22.64;2002;2000
1;10/02/2002;29.4;18.8;22.72;2002;2000
1;11/02/2002;32;18.7;24.7;2002;2000
1;12/02/2002;30.4;21.3;24.22;2002;2000
1;13/02/2002;30.4;20.2;23.44;2002;2000
1;14/02/2002;31.6;20.3;25;2002;2000
1;15/02/2002;30.5;21.4;24.56;2002;2000
1;16/02/2002;28.2;19.9;23.3;2002;2000
1;17/02/2002;26.2;19.6;21.92;2002;2000
1;18/02/2002;29.6;19.7;23.66;2002;2000
1;19/02/2002;29;20.5;24.34;2002;2000
1;20/02/2002;30.4;22;24.74;2002;2000
1;21/02/2002;33.3;21.6;26.02;2002;2000
1;22/02/2002;30;22.4;24.56;2002;2000
1;23/02/2002;30.3;19.3;23.12;2002;2000
1;24/02/2002;26.6;17.1;20.64;2002;2000
1;25/02/2002;30.4;15;22.68;2002;2000
1;26/02/2002;33.8;18.8;25.92;2002;2000
1;27/02/2002;35.6;21.9;28.34;2002;2000
1;28/02/2002;35;24.2;29.24;2002;2000
1;01/03/2002;29.6;20.3;22.9;2002;2000
1;02/03/2002;25.2;18.6;21.8;2002;2000
1;03/03/2002;32.4;20.2;25.2;2002;2000
1;04/03/2002;35.2;22;28.56;2002;2000
1;05/03/2002;29.8;22.5;25.26;2002;2000
1;06/03/2002;28.8;22;24.48;2002;2000
1;07/03/2002;31.9;22.2;26.94;2002;2000
1;08/03/2002;34.6;25;28.38;2002;2000
1;09/03/2002;36.6;23.4;30.16;2002;2000
1;10/03/2002;38;26.4;31;2002;2000
1;11/03/2002;32.4;25.8;28.44;2002;2000
1;12/03/2002;28.4;23.4;26;2002;2000
1;13/03/2002;32;23.8;26.58;2002;2000
1;14/03/2002;31.2;23;26.8;2002;2000
1;15/03/2002;35.8;24;28.6;2002;2000
1;16/03/2002;36.2;24;29.72;2002;2000
1;17/03/2002;34.8;23.4;27;2002;2000
1;18/03/2002;30.8;21.4;25.5;2002;2000
1;19/03/2002;29.8;22.8;25.08;2002;2000
2;20/03/2002;27.8;22.6;23.8;2002;2000
2;21/03/2002;25.6;19.6;21.96;2002;2000
2;22/03/2002;31.5;18.9;24.36;2002;2000
2;23/03/2002;31;21.2;25.32;2002;2000
2;24/03/2002;32.2;21.8;26.28;2002;2000
2;25/03/2002;30.6;23;25.82;2002;2000
2;26/03/2002;29.2;20;23.96;2002;2000
2;27/03/2002;26.8;20.8;22.52;2002;2000
2;28/03/2002;28.2;20;23.88;2002;2000
2;29/03/2002;34.4;22;28.06;2002;2000
2;30/03/2002;36;22.5;26.72;2002;2000
2;31/03/2002;22.6;19;20.16;2002;2000
2;01/04/2002;24.4;14.8;17.6;2002;2000
2;02/04/2002;22.2;12.2;16.64;2002;2000
2;03/04/2002;25.6;11.6;18.36;2002;2000
2;04/04/2002;27.8;17;21.78;2002;2000
2;05/04/2002;28.6;19;23.2;2002;2000
2;06/04/2002;30.1;19.6;23.78;2002;2000
2;07/04/2002;30.8;19.6;24.22;2002;2000
2;08/04/2002;29.7;21.3;24.46;2002;2000
2;09/04/2002;31.6;20;24.9;2002;2000
2;10/04/2002;31;20;25.02;2002;2000
2;11/04/2002;27.4;22.6;24;2002;2000
2;12/04/2002;25.6;20.8;22.04;2002;2000
2;13/04/2002;22.8;19;19.92;2002;2000
2;14/04/2002;21.4;18.8;20.06;2002;2000
2;15/04/2002;24.6;20;21.56;2002;2000
2;16/04/2002;28.8;20.6;23.8;2002;2000
2;17/04/2002;25.6;18;21.5;2002;2000
2;18/04/2002;23;17.8;19.14;2002;2000
2;19/04/2002;27.8;16.5;22.4;2002;2000
2;20/04/2002;24.8;18.6;20.3;2002;2000
2;21/04/2002;20.6;12.7;15.36;2002;2000
2;22/04/2002;22.8;14;18.98;2002;2000
2;23/04/2002;30;18.5;23.4;2002;2000
2;24/04/2002;24.8;20.8;21.78;2002;2000
2;25/04/2002;24.1;20;21.16;2002;2000
2;26/04/2002;21.2;19;19.76;2002;2000
2;27/04/2002;21.6;13.2;16.12;2002;2000
2;28/04/2002;24.7;10.5;16.96;2002;2000
2;29/04/2002;21.5;16;18.34;2002;2000
2;30/04/2002;19.9;15.5;17.42;2002;2000
2;01/05/2002;22.5;17;18.38;2002;2000
2;02/05/2002;24.3;16.7;19.62;2002;2000
2;03/05/2002;24;15.2;18.4;2002;2000
2;04/05/2002;23.6;14;17.06;2002;2000
2;05/05/2002;21.3;13;17.2;2002;2000
2;06/05/2002;22.2;18;19.56;2002;2000
2;07/05/2002;20.2;17.7;18.32;2002;2000
2;08/05/2002;21.9;17.8;19.02;2002;2000
2;09/05/2002;22.8;13.8;17.38;2002;2000
2;10/05/2002;26.8;14.7;19.76;2002;2000
2;11/05/2002;28.8;17.5;22.16;2002;2000
2;12/05/2002;30.1;17;22.5;2002;2000
2;13/05/2002;32;19;24.24;2002;2000
2;14/05/2002;31.5;18;23.82;2002;2000
2;15/05/2002;29.7;21;22.18;2002;2000
2;16/05/2002;22.2;18.1;19.66;2002;2000
2;17/05/2002;21.2;16.3;18.56;2002;2000
2;18/05/2002;25.2;18.5;21.1;2002;2000
2;19/05/2002;21.7;18.4;18.7;2002;2000
2;20/05/2002;18;14.5;16.4;2002;2000
2;21/05/2002;18.3;15;15.78;2002;2000
2;22/05/2002;20.3;11.9;15.3;2002;2000
2;23/05/2002;22.8;14.2;17.38;2002;2000
2;24/05/2002;23.8;11;16.5;2002;2000
2;25/05/2002;24;12.9;17.16;2002;2000
2;26/05/2002;23.6;12.1;17.04;2002;2000
2;27/05/2002;24.8;14;18.6;2002;2000
2;28/05/2002;28.6;15.6;20.92;2002;2000
2;29/05/2002;19.9;19.2;19;2002;2000
2;30/05/2002;20;17;18.04;2002;2000
2;31/05/2002;22;16;16.76;2002;2000
2;01/06/2002;24.2;12;17.46;2002;2000
2;02/06/2002;22.5;16;18.98;2002;2000
2;03/06/2002;22.5;18.3;19.66;2002;2000
2;04/06/2002;30;17;22.36;2002;2000
2;05/06/2002;30.3;19;23.8;2002;2000
2;06/06/2002;24.3;16.6;17.46;2002;2000
2;07/06/2002;17.4;14.8;15.8;2002;2000
2;08/06/2002;19;15;16.88;2002;2000
2;09/06/2002;19.6;17;18.48;2002;2000
2;10/06/2002;19.4;10.6;12;2002;2000
2;11/06/2002;13.2;9.4;11.6;2002;2000
2;12/06/2002;14;9.6;11.64;2002;2000
2;13/06/2002;13.8;10.8;12.08;2002;2000
2;14/06/2002;16.1;11.2;11.28;2002;2000
2;15/06/2002;18.6;5.6;11.94;2002;2000
2;16/06/2002;20.4;14;16.84;2002;2000
2;17/06/2002;24.4;14.2;17.92;2002;2000
2;18/06/2002;18.6;14;14.94;2002;2000
2;19/06/2002;17.3;8.6;11.5;2002;2000
