estacao;data;maxima;minima;media
83967;01/01/2015;28.3;22;24.68
83967;02/01/2015;26.8;19.7;22.1
83967;03/01/2015;29;18.3;23.28
83967;04/01/2015;32.1;17.8;24.64
83967;05/01/2015;33.5;19.1;25.94
83967;06/01/2015;37;23.1;29.48
83967;07/01/2015;35.1;23.3;26.9
83967;08/01/2015;26.1;22.6;24.44
83967;09/01/2015;32.6;22.7;25.64
83967;10/01/2015;33.8;23.1;27.94
83967;11/01/2015;34.2;23.7;28.3
83967;12/01/2015;33.4;25.2;28.84
83967;13/01/2015;36.2;23.5;27.7
83967;14/01/2015;29.1;23;24.8
83967;15/01/2015;26;22.4;23.82
83967;16/01/2015;30.1;22.4;26.02
83967;17/01/2015;29.2;24.7;26.02
83967;18/01/2015;29.7;24.8;26.1
83967;19/01/2015;34.3;22.6;28.22
83967;20/01/2015;28.4;20.4;22.94
83967;21/01/2015;26.7;19.7;22.56
83967;22/01/2015;26.6;17.8;22.32
83967;23/01/2015;29.1;18.7;23.8
83967;24/01/2015;32.4;18.9;25.54
83967;25/01/2015;33.5;21.4;27.54
83967;26/01/2015;32.8;23.1;27.6
83967;27/01/2015;36.1;23.8;28.7
83967;28/01/2015;34.6;24;27.24
83967;29/01/2015;25.7;22.3;23.48
83967;30/01/2015;28.3;17.9;22.6
83967;31/01/2015;26.9;19.4;22.86
83967;01/02/2015;30.8;20.3;25.56
83967;02/02/2015;32.8;21.8;26.72
83967;03/02/2015;31.8;22.4;26.42
83967;04/02/2015;30;22.3;25.42
83967;05/02/2015;29.2;21.4;24.64
83967;06/02/2015;28.8;21;24.08
83967;07/02/2015;29.5;19.5;23.52
83967;08/02/2015;31.2;17.9;23.86
83967;09/02/2015;33.2;20.3;25.38
83967;10/02/2015;34.8;20.8;26.72
83967;11/02/2015;27.9;22.8;24.74
83967;12/02/2015;32.2;22.9;27.14
83967;13/02/2015;30.5;23.9;25.82
83967;14/02/2015;26.1;21.6;23.54
83967;15/02/2015;27.8;21.3;23.7
83967;16/02/2015;27.7;20.9;23.52
83967;17/02/2015;29.7;19.8;24.02
83967;18/02/2015;31;20.5;25.06
83967;19/02/2015;33.4;22.3;26.14
83967;20/02/2015;27;21.8;23.88
83967;21/02/2015;28.4;21.1;24.06
83967;22/02/2015;29.8;22;25.06
83967;23/02/2015;30.8;22;25.56
83967;24/02/2015;30.6;21.2;24.48
83967;25/02/2015;33.3;20.1;26
83967;26/02/2015;30.7;21.4;24.42
83967;27/02/2015;29.8;20.8;24.28
83967;28/02/2015;27.7;18.7;22.78
83967;01/03/2015;30.6;19.2;24.24
83967;02/03/2015;31.6;20.4;26.14
83967;03/03/2015;35;22.5;27.56
83967;04/03/2015;34.1;22.6;26.42
83967;05/03/2015;28.5;23.4;25.26
83967;06/03/2015;29.8;21.3;24.3
83967;07/03/2015;29.1;19.6;23.62
83967;08/03/2015;31.4;20.8;25.42
83967;09/03/2015;30.8;23.2;25.64
83967;10/03/2015;27;22.4;23.98
83967;11/03/2015;29.2;21.4;24.76
83967;12/03/2015;29.8;20.2;24.2
83967;13/03/2015;31.6;20.6;24.76
83967;14/03/2015;33.4;21.3;26.56
83967;15/03/2015;31.1;22.6;26.24
83967;16/03/2015;30.7;23.6;25.46
83967;17/03/2015;30;19.2;23.6
83967;18/03/2015;29.8;18.4;23.48
83967;19/03/2015;31.4;18.4;23.9
83967;20/03/2015;32.1;20.1;25.9
83967;21/03/2015;27.4;20.9;22.78
83967;22/03/2015;25.8;15.6;20.2
83967;23/03/2015;26.3;15.7;20.6
83967;24/03/2015;29.8;17.6;22.92
83967;25/03/2015;31.3;19.8;25.34
83967;26/03/2015;27;20.2;22.08
83967;27/03/2015;25.9;18.5;20.9
83967;28/03/2015;26.4;16.5;21.06
83967;29/03/2015;26.1;19.4;22.1
83967;30/03/2015;26;19.1;22.28
83967;31/03/2015;26.2;19.4;21.68
83967;01/04/2015;28.8;17.7;21.8
83967;02/04/2015;29.8;16.5;21.9
83967;03/04/2015;32.6;16.1;23.62
83967;04/04/2015;32;19;25.3
83967;05/04/2015;25.6;20;21.4
83967;06/04/2015;24.9;18.5;20.88
83967;07/04/2015;26;14.2;19.14
83967;08/04/2015;28.4;15.1;21.06
83967;09/04/2015;29.4;16.2;22.18
83967;10/04/2015;30.2;16.9;22.62
83967;11/04/2015;30.6;16.4;22.74
83967;12/04/2015;24.9;19.5;21.08
83967;13/04/2015;27.9;16.5;21.28
83967;14/04/2015;31.1;18.5;23.36
83967;15/04/2015;25.6;21;22.72
83967;16/04/2015;26;20;22.44
83967;17/04/2015;28.9;19.3;22.2
83967;18/04/2015;25.3;18.5;20.36
83967;19/04/2015;28.8;13.1;20.96
83967;20/04/2015;23;21;21.84
83967;21/04/2015;24.9;18;20.12
83967;22/04/2015;23.7;16.3;19.32
83967;23/04/2015;22.6;16.3;19.16
83967;24/04/2015;25;17.3;19.86
83967;25/04/2015;25;17.4;19.72
