estacao;data;maxima;minima;media
83967;01/01/2012;26;17.8;21.04
83967;02/01/2012;28.2;20.1;22.68
83967;03/01/2012;30.7;17.4;23.32
83967;04/01/2012;29;18.2;22.12
83967;05/01/2012;28.7;17.4;22.74
83967;06/01/2012;32.3;19.5;25.26
83967;07/01/2012;30.4;21.3;24.84
83967;08/01/2012;34.2;21.2;26.16
83967;09/01/2012;35.5;21.6;27.18
83967;10/01/2012;32.3;21;26.02
83967;11/01/2012;37;22.4;28.34
83967;12/01/2012;33.4;23.2;26.38
83967;13/01/2012;24.2;20.8;22.2
83967;14/01/2012;22;20;20.68
83967;15/01/2012;28.6;19.2;22.64
83967;16/01/2012;30.8;18;23.6
83967;17/01/2012;30.1;19.6;24.2
83967;18/01/2012;30.1;20.9;24.6
83967;19/01/2012;33;19.6;25.28
83967;20/01/2012;33.4;20.3;26.38
83967;21/01/2012;33.5;22.5;27.04
83967;22/01/2012;35.1;22.2;28.26
83967;23/01/2012;36.8;24.3;29.84
83967;24/01/2012;35.2;25.4;28.24
83967;25/01/2012;29.4;22;24.1
83967;26/01/2012;28.8;18.1;22.76
83967;27/01/2012;27.9;17.6;22.14
83967;28/01/2012;28.9;18.2;22.9
83967;29/01/2012;31.8;17.8;23.88
83967;30/01/2012;34.9;18.3;25.6
83967;31/01/2012;36.6;19.2;27.22
83967;01/02/2012;34.4;20.9;26.72
83967;02/02/2012;35.2;22.2;27.28
83967;03/02/2012;36.2;24.4;28.6
83967;04/02/2012;36.1;23.6;26.74
83967;05/02/2012;35.7;23.5;27
83967;06/02/2012;31.7;24.6;26.36
83967;07/02/2012;32.4;24;27.3
83967;08/02/2012;36.5;22.8;27.98
83967;09/02/2012;30;22.7;25.08
83967;10/02/2012;29.3;22;24.18
83967;11/02/2012;29.4;18.6;23.52
83967;12/02/2012;31.9;18.1;24.08
83967;13/02/2012;33.3;19;25.18
83967;14/02/2012;36;20.5;27.6
83967;15/02/2012;36.6;23.2;29.48
83967;16/02/2012;36.9;25.8;29.74
83967;17/02/2012;37;24.4;29.7
83967;18/02/2012;37.5;24.1;30.3
83967;19/02/2012;39;24.2;28.36
83967;20/02/2012;35.1;23;28.56
83967;21/02/2012;34.9;23.4;27.02
83967;22/02/2012;28.5;22.7;24.26
83967;23/02/2012;32;21.4;26.32
83967;24/02/2012;30.2;22.9;25.02
83967;25/02/2012;25.8;21.4;22.98
83967;26/02/2012;32;21.4;25.38
83967;27/02/2012;31.1;19;24.34
83967;28/02/2012;33.9;21.2;26.64
83967;29/02/2012;35;21.7;25.6
83967;01/03/2012;28.6;21.8;25.06
83967;02/03/2012;28.8;21;23.56
83967;03/03/2012;30;19;23.76
83967;04/03/2012;34.8;19.6;26.02
83967;05/03/2012;35.3;21.2;27.32
83967;06/03/2012;36.2;21.8;27.5
83967;07/03/2012;36.5;20.4;27.06
83967;08/03/2012;33.3;21.9;26.62
83967;09/03/2012;32;22;25.74
83967;10/03/2012;34.4;20.4;27.24
83967;11/03/2012;37;22.6;27.84
83967;12/03/2012;37.1;21.8;29.42
83967;13/03/2012;35.9;24.1;27.48
83967;14/03/2012;25.2;22.1;22.86
83967;15/03/2012;26.6;19.6;21.32
83967;16/03/2012;28.9;15.6;21.88
83967;17/03/2012;29.6;18.5;23.2
83967;18/03/2012;32.2;18;23.8
83967;19/03/2012;32.6;18;24.84
83967;20/03/2012;32.9;19;24.54
83967;21/03/2012;26.4;19.3;23.08
83967;22/03/2012;28.5;19.7;22.8
83967;23/03/2012;26.7;17.8;20.9
83967;24/03/2012;27.3;17.2;20.86
83967;25/03/2012;27.4;15.5;20.82
83967;26/03/2012;28.4;16.8;21.42
83967;27/03/2012;22.7;17;18.38
83967;28/03/2012;21.8;11.2;15.92
83967;29/03/2012;26.1;9.8;17.64
83967;30/03/2012;27.9;13.1;19.54
83967;31/03/2012;29.4;16.4;21.6
83967;01/04/2012;31.1;17.2;23.02
83967;02/04/2012;32.6;17.2;23.6
83967;03/04/2012;30.9;16.4;22.48
83967;04/04/2012;34.4;18.8;24.92
83967;05/04/2012;25.5;18.2;21.02
83967;06/04/2012;25.5;17.7;19.84
83967;07/04/2012;27.6;13.4;19.4
83967;08/04/2012;31;14.1;21.26
83967;09/04/2012;28;18.6;22.26
83967;10/04/2012;27.5;20.9;23.64
83967;11/04/2012;29.5;22.8;24.54
83967;12/04/2012;26.7;21.1;22.36
83967;13/04/2012;27.9;18.9;22.1
83967;14/04/2012;23.5;17.9;19.5
83967;15/04/2012;26.6;17.4;20.28
83967;16/04/2012;26.2;15.8;20
83967;17/04/2012;29.6;16.8;22.12
83967;18/04/2012;30.5;16.9;22.34
83967;19/04/2012;24.5;18.4;21.06
83967;20/04/2012;30.2;18.6;22.86
83967;21/04/2012;27.9;16.4;20.24
83967;22/04/2012;22.2;13.2;16.16
83967;23/04/2012;23;10.4;15.92
83967;24/04/2012;20.9;11.2;14.86
83967;25/04/2012;21.8;8.4;15.02
83967;26/04/2012;20.8;15.2;17.32
83967;27/04/2012;20.9;13.1;14.86
83967;28/04/2012;18.8;9.2;13.8
83967;29/04/2012;18.5;13.9;15.14
83967;30/04/2012;19.3;12.4;13.98
83967;01/05/2012;18;9.1;12.92
83967;02/05/2012;24;10.6;16.36
83967;03/05/2012;27;11.4;18.32
83967;04/05/2012;29.1;16.8;21
83967;05/05/2012;28.2;16;20.32
83967;06/05/2012;26.5;18.3;20.64
83967;07/05/2012;27.6;16.4;20.52
83967;08/05/2012;29.3;16.2;21.16
83967;09/05/2012;29.2;15.6;20.68
83967;10/05/2012;28.8;16.4;21.8
83967;11/05/2012;24;17;19.1
83967;12/05/2012;20.7;13.9;15.58
83967;13/05/2012;19.5;8.7;12.34
83967;14/05/2012;21.5;7.3;13.18
83967;15/05/2012;23.1;10;15.64
83967;16/05/2012;24.6;13.6;17.64
83967;17/05/2012;24.2;16.1;18.64
83967;18/05/2012;27;13.3;18.26
83967;19/05/2012;24.2;13.3;17.72
83967;20/05/2012;27.6;14;18.92
83967;21/05/2012;27.4;13.4;18.84
83967;22/05/2012;27.6;13.4;19.24
83967;23/05/2012;26.9;15.3;19.92
83967;24/05/2012;23.9;17.2;19.42
83967;25/05/2012;24.2;17.8;19.8
83967;26/05/2012;24.1;17.2;19.72
83967;27/05/2012;26.7;16.8;19.84
83967;28/05/2012;27.9;16.9;21.8
83967;29/05/2012;30.3;19.6;24.58
83967;30/05/2012;25.6;15.8;18.28
83967;31/05/2012;20.6;9.8;14.02
83967;01/06/2012;20.5;9;12.86
83967;02/06/2012;24.8;8.1;15.54
83967;03/06/2012;19.7;14.2;15.5
83967;04/06/2012;17.4;10.8;12.32
83967;05/06/2012;16.4;6.7;9.78
83967;06/06/2012;16;4.4;10.64
83967;07/06/2012;14;2.2;6.12
83967;08/06/2012;13.6;1.3;5.98
83967;09/06/2012;17.1;0.9;8.16
83967;10/06/2012;17.8;4.7;11.22
83967;11/06/2012;20.4;12.4;14.72
83967;12/06/2012;25.6;11.2;17.32
83967;13/06/2012;30.4;13;20.16
83967;14/06/2012;30.6;16;22.36
83967;15/06/2012;26.2;17.3;20.28
83967;16/06/2012;19.8;12.3;14.94
83967;17/06/2012;18.2;11.8;14.88
83967;18/06/2012;19.1;13.8;16.32
83967;19/06/2012;16.6;11.6;13.16
83967;20/06/2012;14.3;9.7;11.04
83967;21/06/2012;22;9.2;14.46
83967;22/06/2012;16.8;13;14.2
83967;23/06/2012;19.8;8.7;12.62
83967;24/06/2012;24;8.7;14.62
83967;25/06/2012;18.1;12.7;14.66
83967;26/06/2012;24.1;11.6;16.18
83967;27/06/2012;27.5;13.5;19.24
83967;28/06/2012;28.3;13.4;19.46
83967;29/06/2012;30.5;16.4;22.54
83967;30/06/2012;27.9;17.8;21.52
83967;01/07/2012;30.3;18.6;23.3
83967;02/07/2012;31.1;16.6;23.66
83967;03/07/2012;26.1;15.2;18.26
83967;04/07/2012;29.6;14.3;21.62
83967;05/07/2012;24.9;12.5;15.94
83967;06/07/2012;17.4;10.3;12.54
83967;07/07/2012;11.9;8.2;9.54
83967;08/07/2012;15.3;2.8;7.56
83967;09/07/2012;20.6;4.6;11.56
83967;10/07/2012;18.8;12.8;14.66
83967;11/07/2012;15.6;7.5;9.46
83967;12/07/2012;14.5;5.8;9.78
83967;13/07/2012;18.4;5.5;11.12
83967;14/07/2012;18.1;6.9;10.68
83967;15/07/2012;13.6;4.5;8.54
83967;16/07/2012;16;6.9;11.08
83967;17/07/2012;18.3;10;13.14
