estacao;data;maxima;minima;media
83967;01/01/2010;30.8;19;24.64
83967;02/01/2010;31.3;20.4;25.48
83967;03/01/2010;33.2;21.3;26.66
83967;04/01/2010;26.8;23;24.84
83967;05/01/2010;31.8;22.8;27.12
83967;06/01/2010;29.6;23.1;25.14
83967;07/01/2010;24.4;20.4;21.94
83967;08/01/2010;30.3;19.2;24.38
83967;09/01/2010;31;22.7;26.3
83967;10/01/2010;31.2;23.3;25.66
83967;11/01/2010;31.3;23.7;26.36
83967;12/01/2010;32.4;22.7;26.78
83967;13/01/2010;25.6;21.4;22.64
83967;14/01/2010;30.6;17.3;23.58
83967;15/01/2010;29.6;17.8;23.56
83967;16/01/2010;31;20.3;24.26
83967;17/01/2010;31.8;20.9;26.02
83967;18/01/2010;33.8;21.4;27.04
83967;19/01/2010;26.7;22.6;24.46
83967;20/01/2010;27.9;21.9;23.68
83967;21/01/2010;27.8;18.8;22.8
83967;22/01/2010;28.4;20;23.76
83967;23/01/2010;28.7;19.3;24.3
83967;24/01/2010;30.3;21.8;25.26
83967;25/01/2010;31.8;21.7;26.04
83967;26/01/2010;30.8;22.8;25.96
83967;27/01/2010;29.2;22.5;25.22
83967;28/01/2010;28.4;21.7;24.78
83967;29/01/2010;32.2;20.7;25.8
83967;30/01/2010;34.9;21.8;27.22
83967;31/01/2010;35;22.3;27.8
83967;01/02/2010;35.3;23.6;28.08
83967;02/02/2010;36.7;24.5;30.04
83967;03/02/2010;38.9;27.9;33.46
83967;04/02/2010;37.8;25.4;29.3
83967;05/02/2010;36.1;25.3;28.48
83967;06/02/2010;35.9;24.3;29.16
83967;07/02/2010;39;26.1;31.26
83967;08/02/2010;30.1;23.5;25.5
83967;09/02/2010;32;22.4;25.92
83967;10/02/2010;34;21.3;27.24
83967;11/02/2010;34.3;23.6;27.82
83967;12/02/2010;34.7;23.7;28.54
83967;13/02/2010;34.5;23.7;28.02
83967;14/02/2010;30.2;24.1;26.74
83967;15/02/2010;26.6;22.9;23.98
83967;16/02/2010;25.8;19.9;22.14
83967;17/02/2010;27.6;19.9;22.88
83967;18/02/2010;30.3;19.2;24.42
83967;19/02/2010;33.8;19.9;26.28
83967;20/02/2010;34.7;22.6;28.22
83967;21/02/2010;35.7;24;27.64
83967;22/02/2010;33.6;24;28.34
83967;23/02/2010;31.2;24.1;26.74
83967;24/02/2010;25.5;20;22.12
83967;25/02/2010;25.4;16.5;20.4
83967;26/02/2010;27.2;13.8;20.32
83967;27/02/2010;30.9;17;23.4
83967;28/02/2010;29.7;19.1;23.94
83967;01/03/2010;30.4;19.3;24.36
83967;02/03/2010;32;19.2;24.92
83967;03/03/2010;31.8;19.2;24.94
83967;04/03/2010;31;22.3;25.72
83967;05/03/2010;32.1;20.4;25
83967;06/03/2010;30.8;19.1;23.66
83967;07/03/2010;27.6;19.2;22.94
83967;08/03/2010;28.2;21;23.78
83967;09/03/2010;25.8;21.8;23.92
83967;10/03/2010;29.9;21.6;25
83967;11/03/2010;30.1;21.8;24.72
83967;12/03/2010;28.6;20.4;23.4
83967;13/03/2010;27.7;19.3;23.52
83967;14/03/2010;28.3;19.9;24.28
83967;15/03/2010;27.9;19.6;21.86
83967;16/03/2010;28;13.3;20
83967;17/03/2010;30.8;15.8;23.08
83967;18/03/2010;33;18.6;24.94
83967;19/03/2010;33.4;19;26.02
83967;20/03/2010;30.8;20;24.36
83967;21/03/2010;31;20.4;24.34
83967;22/03/2010;25.6;19.8;23.1
83967;23/03/2010;25.6;20.2;23
83967;24/03/2010;25.6;20.6;22.44
